C	Chapter 4
V	49004002
c	a
i	c49004002.1
m	Acts 14:5;
V	49004003
c	c
i	c49004003.2
m	2 Cor. 7:2
V	49004004
c	d
i	c49004004.3
m	1 Cor. 7:25
V	49004005
c	h
i	c49004005.4
m	2 Cor. 2:17
V	49004005
c	i
i	c49004005.5
m	Rom. 1:9;
V	49004006
c	j
i	c49004006.6
m	1 Tim. 5:17
V	49004007
c	n
i	c49004007.7
m	1 Cor. 2:3
V	49004008
c	o
i	c49004008.8
m	Rom. 1:11
V	49004008
c	r
i	c49004008.9
m	2 Cor. 12:13
V	49004009
c	q
i	c49004009.10
m	Acts 18:3;
V	49004010
c	s
i	c49004010.11
m	2 Cor. 1:12;
V	49004012
c	u
i	c49004012.12
m	Eph. 4:1; Col.
V	49004013
c	w
i	c49004013.13
m	Rom. 1:8;
V	49004015
c	c
i	c49004015.14
m	Luke 24:20;
V	49004016
c	f
i	c49004016.15
m	Luke 11:52
V	49004017
c	i
i	c49004017.16
m	1 Cor. 5:3
V	49004018
c	j
i	c49004018.17
m	Rom. 1:13;
V	49004019
c	k
i	c49004019.18
m	2 Cor. 1:14
