C	Chapter 17
V	07017001
c	a
i	c07017001.1
m	Josh. 22:12; Judg. 20:11; 21:5
V	07017001
c	b
i	c07017001.2
m	Judg. 18:29;
V	07017001
c	c
i	c07017001.3
m	Josh. 19:2 d Judg. 10:17;
V	07017002
c	e
i	c07017002.4
m	Judg. 8:10
V	07017004
c	f
i	c07017004.5
m	Judg. 19:15
V	07017005
c	g
i	c07017005.6
m	Judg. 19:22
V	07017005
c	h
i	c07017005.7
m	Judg. 19:25,
V	07017006
c	i
i	c07017006.8
m	Judg. 19:29
V	07017006
c	j
i	c07017006.9
m	Josh. 7:15
V	07017007
c	k
i	c07017007.10
m	Judg. 19:30
V	07017009
c	l
i	c07017009.11
m	Judg. 1:3
V	07017012
c	m
i	c07017012.12
m	Deut. 13:14; Josh. 22:13,
V	07017013
c	n
i	c07017013.13
m	Deut. 13:13; Judg. 19:22
V	07017013
c	o
i	c07017013.14
m	Deut. 17:12;
V	07017015
c	p
i	c07017015.15
m	Num. 1:36, 37; same with oxen (1 Sam. 11:7). 3:20;
V	07017016
c	q
i	c07017016.16
m	Judg. 3:15; 1 Chr. 12:2
V	07017018
c	r
i	c07017018.17
m	Judg. 20:23,
V	07017021
c	u
i	c07017021.18
m	[Gen. 49:27]
V	07017023
c	v
i	c07017023.19
m	Judg. 20:26,
V	07017025
c	w
i	c07017025.20
m	Judg. 20:21
V	07017026
c	s
i	c07017026.21
m	Num. 27:21
V	07017026
c	t
i	c07017026.22
m	Judg. 1:1,
V	07017026
c	x
i	c07017026.23
m	Judg. 20:18,
V	07017027
c	y
i	c07017027.24
m	Josh. 18:1;
V	07017028
c	z
i	c07017028.25
m	Num. 25:7, 13; Josh. 24:33
V	07017028
c	a
i	c07017028.26
m	Deut. 10:8; 18:5
V	07017029
c	b
i	c07017029.27
m	Josh. 8:4
V	07017031
c	c
i	c07017031.28
m	Judg. 21:19
V	07017034
c	d
i	c07017034.29
m	Josh. 8:14; Job 21:13; Is. 47:11
V	07017036
c	e
i	c07017036.30
m	Josh. 8:15
V	07017037
c	f
i	c07017037.31
m	Josh. 8:19
V	07017038
c	g
i	c07017038.32
m	Josh. 8:20 since Jacob met God there (Gen. 28:16–19). Peor (Num. 25:6–11). The fact that he was still alive shows that way elevated above the normal ground level (Is. 49:11).
V	07017040
c	h
i	c07017040.33
m	Josh. 8:20
V	07017045
c	i
i	c07017045.34
m	Josh. 15:32; 1 Chr. 6:77; Zech.
V	07017047
c	j
i	c07017047.35
m	Judg. 21:13
