C	Chapter 4
V	07004001
c	a
i	c07004001.1
m	Judg. 6:32
V	07004002
c	b
i	c07004002.2
m	Deut. 8:17; Is. revealed will: he said Here am I! Send me (Is. 6:8). So too did lowed Jesus (Mark 1:18–20).
V	07004003
c	c
i	c07004003.3
m	Deut. 20:8
V	07004007
c	d
i	c07004007.4
m	1 Sam. 14:6
V	07004009
c	e
i	c07004009.5
m	Gen. 46:2, 3; Judg. 6:25
V	07004011
c	f
i	c07004011.6
m	Gen. 24:14;
V	07004012
c	g
i	c07004012.7
m	Judg. 6:3, 33; 8:10 h Judg. 6:5
V	07004020
c	m
i	c07004020.8
m	Ps. 83:9; Is. 9:4 n
V	07004021
c	j
i	c07004021.9
m	Ex. 14:13, 14; 2 Chr. 20:17 k 2 Kin. 7:7
V	07004022
c	l
i	c07004022.10
m	Josh. 6:4, 16,
V	07004023
c	p
i	c07004023.11
m	Judg. 6:35
V	07004024
c	q
i	c07004024.12
m	Judg. 3:27
V	07004024
c	r
i	c07004024.13
m	Judg. 3:28
V	07004024
c	s
i	c07004024.14
m	John 1:28
V	07004025
c	t
i	c07004025.15
m	Judg. 8:3 u Ps. 83:11; Is. 10:26
V	07004025
c	v
i	c07004025.16
m	Judg. 8:4
