C	Chapter 20
V	07020001
c	a
i	c07020001.1
m	Ruth 3:2,
V	07020001
c	b
i	c07020001.2
m	Ruth 1:2 c Ruth
V	07020002
c	d
i	c07020002.3
m	Lev. 19:9, 10; 23:22; Deut. 24:19
V	07020004
c	e
i	c07020004.4
m	Ruth 1:1 f Ps. 129:7, 8; Luke 1:28; 2 Thess. 3:16
V	07020006
c	g
i	c07020006.5
m	Ruth 1:22
V	07020010
c	h
i	c07020010.6
m	1 Sam. 25:23 i
V	07020011
c	j
i	c07020011.7
m	Ruth 1:14-18
V	07020012
c	k
i	c07020012.8
m	1 Sam. 24:19; Ps. 58:11 l Ruth 1:16; Ps. 17:8; 36:7;
V	07020013
c	m
i	c07020013.9
m	Gen. 33:15;
V	07020017
c	p
i	c07020017.10
m	Ruth 1:22
V	07020018
c	q
i	c07020018.11
m	Ruth 2:14
V	07020019
c	r
i	c07020019.12
m	Ruth 2:10; [Ps.
V	07020020
c	s
i	c07020020.13
m	Ruth 3:10;
