C	Chapter 12
V	07012001
c	a
i	c07012001.1
m	Gen. 38:17
V	07012006
c	c
i	c07012006.2
m	Judg. 14:15
V	07012008
c	d
i	c07012008.3
m	2 Chr. 11:6
V	07012009
c	e
i	c07012009.4
m	Judg. 15:19
V	07012011
c	f
i	c07012011.5
m	Lev. 26:25; Deut. 28:43; Judg. 13:1; 14:4; Ps.
V	07012013
c	g
i	c07012013.6
m	Judg. 16:11,
V	07012014
c	h
i	c07012014.7
m	Judg. 3:10;
V	07012015
c	i
i	c07012015.8
m	Lev. 26:8; Josh. 23:10; Judg. 3:31
V	07012019
c	k
i	c07012019.9
m	Gen. 45:27; Is.
V	07012020
c	l
i	c07012020.10
m	Judg. 10:2; 12:7-14 m Judg. 16:31 n Judg. 13:1
