C	Chapter 1
V	07001001
c	a
i	c07001001.1
m	Judg. 2:19
V	07001001
c	b
i	c07001001.2
m	Judg. 2:11
V	07001002
c	c
i	c07001002.3
m	Judg. 2:14
V	07001002
c	d
i	c07001002.4
m	Josh. 11:1, 10 e
V	07001003
c	g
i	c07001003.5
m	Deut. 20:1; Judg. 1:19 h Ps.
V	07001005
c	i
i	c07001005.6
m	Gen. 35:8
V	07001006
c	j
i	c07001006.7
m	Heb. 11:32
V	07001006
c	k
i	c07001006.8
m	Josh. 19:37; 21:32 l Judg. 8:18
V	07001007
c	m
i	c07001007.9
m	Ex. 14:4
V	07001007
c	n
i	c07001007.10
m	Judg. 5:21; 1 Kin. 18:40; Ps. 83:9,
V	07001010
c	p
i	c07001010.11
m	Judg. 5:18
V	07001010
c	q
i	c07001010.12
m	Ex. 11:8; 1 Kin.
V	07001011
c	r
i	c07001011.13
m	Judg. 1:16
V	07001011
c	s
i	c07001011.14
m	Num. 10:29
V	07001011
c	t
i	c07001011.15
m	Judg. 4:6
V	07001014
c	u
i	c07001014.16
m	Deut. 9:3; 31:3;
V	07001016
c	v
i	c07001016.17
m	Ex. 14:28; Ps. 83:9
V	07001017
c	w
i	c07001017.18
m	Judg. 5:6
V	07001019
c	x
i	c07001019.19
m	Judg. 5:24-27
V	07001021
c	y
i	c07001021.20
m	Judg. 5:24-27
