C	Chapter 7
V	07007001
c	a
i	c07007001.1
m	Judg. 2:16
V	07007004
c	b
i	c07007004.2
m	Judg. 5:10; 12:14 c Deut. 3:14 Jair, Num. 32:41; Deut. 3:14
V	07007006
c	d
i	c07007006.3
m	Judg. 2:11; 3:7; 6:1; 13:1 e Judg.
V	07007006
c	f
i	c07007006.4
m	Judg. 2:12 g 1 Kin. 11:33; Ps.
V	07007007
c	h
i	c07007007.5
m	Judg. 2:14; 4:2;
V	07007008
c	k
i	c07007008.6
m	Num. 32:33
V	07007010
c	l
i	c07007010.7
m	Judg. 6:6;
V	07007010
c	m
i	c07007010.8
m	Deut. 1:41
V	07007011
c	n
i	c07007011.9
m	Ex. 14:30
V	07007011
c	o
i	c07007011.10
m	Num. 21:21, 24,
V	07007012
c	r
i	c07007012.11
m	Judg. 1:31; 5:19 s Judg. 6:3; 7:12 t Ps. 106:42,
V	07007013
c	u
i	c07007013.12
m	[Deut. 32:15; Judg. 2:12; Jer.
V	07007015
c	w
i	c07007015.13
m	1 Sam. 3:18;
V	07007016
c	x
i	c07007016.14
m	2 Chr. 7:14; Jer. 18:7, 8 y Ps. 106:44, 45; Is. 63:9
V	07007017
c	z
i	c07007017.15
m	Gen. 31:49; Judg. 11:11,
V	07007018
c	a
i	c07007018.16
m	Judg. 11:8,
V	07007025
c	p
i	c07007025.17
m	Judg. 3:12,
V	07007025
c	q
i	c07007025.18
m	Judg. 3:31
