C	Chapter 3
V	07003001
c	a
i	c07003001.1
m	Judg. 2:11
V	07003001
c	b
i	c07003001.2
m	Num. 22:4; 31:1-3
V	07003002
c	c
i	c07003002.3
m	1 Sam. 13:6; Heb. 11:38
V	07003004
c	e
i	c07003004.4
m	Lev. 26:16
V	07003004
c	f
i	c07003004.5
m	Deut. 28:31
V	07003006
c	g
i	c07003006.6
m	Ps. 50:15; Hos.
V	07003008
c	h
i	c07003008.7
m	Josh. 24:17
V	07003009
c	i
i	c07003009.8
m	Ps. 44:2,
V	07003010
c	j
i	c07003010.9
m	2 Kin. 17:35, 37, 38; Jer. 10:2
V	07003010
c	k
i	c07003010.10
m	Judg. 2:1,
V	07003012
c	n
i	c07003012.11
m	Judg. 13:3; Luke 1:11,
V	07003012
c	o
i	c07003012.12
m	Josh. 1:5
V	07003013
c	p
i	c07003013.13
m	[Is. 59:1]
V	07003013
c	q
i	c07003013.14
m	Josh. 4:6, 21; Ps. 44:1 r Deut. 31:17; 2 Chr. 15:2; Ps. 44:9-16
V	07003014
c	s
i	c07003014.15
m	1 Sam. 12:11
V	07003014
c	t
i	c07003014.16
m	Josh. 1:9
V	07003015
c	u
i	c07003015.17
m	1 Sam. 9:21
V	07003016
c	v
i	c07003016.18
m	Ex. 3:12; Josh.
V	07003017
c	w
i	c07003017.19
m	Judg. 6:36, 37; 2 Kin. 20:8; Ps. 86:17; Is. 7:11;
V	07003018
c	x
i	c07003018.20
m	Gen. 18:3,
V	07003019
c	y
i	c07003019.21
m	Gen. 18:6-8
V	07003020
c	z
i	c07003020.22
m	Judg. 13:19 a 1 Kin. 18:33,
V	07003021
c	b
i	c07003021.23
m	Lev. 9:24
V	07003022
c	c
i	c07003022.24
m	Gen. 32:30; Ex. 33:20; Judg. 13:21, 22 d Gen.
V	07003023
c	e
i	c07003023.25
m	Dan. 10:19
V	07003024
c	f
i	c07003024.26
m	Judg. 8:32
V	07003025
c	g
i	c07003025.27
m	Judg. 2:2
V	07003032
c	j
i	c07003032.28
m	Judg. 7:1;
V	07003033
c	k
i	c07003033.29
m	Judg. 6:3
V	07003033
c	l
i	c07003033.30
m	Josh. 17:16; Hos. 1:5
V	07003034
c	m
i	c07003034.31
m	Judg. 3:10; 1 Chr. 12:18; 2 Chr. 24:20 n Num. 10:3; Judg. 3:27
V	07003035
c	o
i	c07003035.32
m	Judg. 5:17; 7:23 p Judg. 4:6,
V	07003037
c	q
i	c07003037.33
m	[Ex. 4:3-7]
V	07003039
c	r
i	c07003039.34
m	Gen. 18:32
