C	Chapter 1
V	12001001
c	a
i	c12001001.1
m	1 Kin. 20:35; 2 Kin. 2:3 b [Lev. 25:39-41, 48];
V	12001003
c	c
i	c12001003.2
m	2 Kin. 3:16
V	12001008
c	d
i	c12001008.3
m	Josh. 19:18
V	12001012
c	e
i	c12001012.4
m	2 Kin. 4:29-31; (see Job 24:21; Ps. 146:9). creditor: Both the Bible (see Lev. Zarephath (1 Kin. 17:8–16). holy man of God: The adjective de-
V	12001016
c	f
i	c12001016.5
m	2 Kin. 4:28
V	12001023
c	g
i	c12001023.6
m	Num. 10:10; 28:11; 1 Chr. 23:31
V	12001025
c	h
i	c12001025.7
m	2 Kin. 2:25
V	12001028
c	i
i	c12001028.8
m	2 Kin. 4:16
V	12001029
c	j
i	c12001029.9
m	1 Kin. 18:46; 2 Kin. 9:1 k Luke 10:4 l Ex. 7:19; 14:16; 2 Kin. 2:8, 14; Acts 19:12
V	12001030
c	m
i	c12001030.10
m	2 Kin. 2:2 n 2 Kin. 2:4
V	12001031
c	o
i	c12001031.11
m	John 11:11
V	12001033
c	q
i	c12001033.12
m	1 Kin. 17:20
V	12001034
c	r
i	c12001034.13
m	1 Kin. 17:21- 23; Acts 20:10
V	12001035
c	s
i	c12001035.14
m	1 Kin. 17:21 t 2 Kin. 8:1,
V	12001037
c	u
i	c12001037.15
m	1 Kin. 17:23; [Heb. 11:35]
V	12001038
c	v
i	c12001038.16
m	2 Kin. 2:1 w 2 Kin. 8:1 x Luke 10:39; Acts 22:3
V	12001040
c	y
i	c12001040.17
m	Ex. 10:17
V	12001041
c	z
i	c12001041.18
m	Ex. 15:25; 2 Kin. 2:21
V	12001042
c	a
i	c12001042.19
m	1 Sam. 9:4 b
V	12001043
c	c
i	c12001043.20
m	Luke 9:13; John 6:9 d Luke 9:17; John 6:11
V	12001044
c	e
i	c12001044.21
m	Matt. 14:20; 15:37; John 6:13
