C	Chapter 21
V	12021001
c	a
i	c12021001.1
m	2 Chr. 36:6; Jer. 25:1, 9; Dan. 1:1 b 2 Kin. 20:14
V	12021002
c	c
i	c12021002.2
m	Jer. 25:9; 32:28; 35:11; Ezek. 19:8 d 2 Kin. 20:17;
V	12021003
c	e
i	c12021003.3
m	2 Kin. 21:2, 11;
V	12021003
c	p
i	c12021003.4
m	Jer. 20:5
V	12021004
c	f
i	c12021004.5
m	2 Kin. 21:16
V	12021006
c	g
i	c12021006.6
m	2 Chr. 36:6, 8; Jer. 22:18,
V	12021007
c	h
i	c12021007.7
m	Jer. 37:5-7 i Jer.
V	12021008
c	j
i	c12021008.8
m	1 Chr. 3:16; 2 Chr. 36:9 3:16; Jer. 24:1;
V	12021013
c	n
i	c12021013.9
m	2 Kin. 20:17; Is. 39:6 o Dan. 5:2,
V	12021014
c	q
i	c12021014.10
m	Is. 3:2, 3; Jer. 24:1 r 2 Kin. 24:16; Jer. 52:28 s
V	12021015
c	u
i	c12021015.11
m	2 Chr. 36:10; Esth. 2:6; Jer. 22:24-28; Ezek.
V	12021016
c	v
i	c12021016.12
m	Jer. 52:28
V	12021017
c	w
i	c12021017.13
m	Jer. 37:1 x 1 Chr. 3:15; 2 Chr. 36:10 y 2 Chr. 36:4
V	12021018
c	z
i	c12021018.14
m	2 Chr. 36:11; Jer. 52:1 a 2 Kin.
V	12021019
c	b
i	c12021019.15
m	2 Chr. 36:12
V	12021020
c	c
i	c12021020.16
m	2 Chr. 36:13; Ezek. 17:15
