C	Chapter 7
V	12007007
c	b
i	c12007007.1
m	Judg. 9:5; 1 Kin. 21:21; 2 Kin. 11:1
V	12007009
c	c
i	c12007009.2
m	2 Kin. 9:14-24
V	12007010
c	d
i	c12007010.3
m	1 Sam. 3:19; 1 Kin. 8:56; Jer. 44:28 e 1 Kin.
V	12007013
c	f
i	c12007013.4
m	2 Chr. 22:8
V	12007014
c	g
i	c12007014.5
m	2 Chr. 22:8
V	12007015
c	h
i	c12007015.6
m	Jer. 35:6 reign of Ahab of Israel (2 Chr. 18:1–34), but he
V	12007015
c	j
i	c12007015.7
m	Ezra 10:19; Ezek.
V	12007016
c	k
i	c12007016.8
m	1 Kin. 19:10
V	12007017
c	l
i	c12007017.9
m	2 Kin. 9:8; 2 Chr. 22:8 m 1 Kin. 21:21,
V	12007018
c	n
i	c12007018.10
m	1 Kin. 16:31,
V	12007021
c	p
i	c12007021.11
m	1 Kin. 16:32;
V	12007024
c	q
i	c12007024.12
m	1 Kin. 20:39
V	12007026
c	r
i	c12007026.13
m	[Deut. 7:5, 25]; 1 Kin. 14:23; 2 Kin. 3:2
V	12007027
c	s
i	c12007027.14
m	Ezra 6:11; Dan. 2:5; 3:29
V	12007029
c	t
i	c12007029.15
m	1 Kin. 12:28-
V	12007030
c	u
i	c12007030.16
m	2 Kin. 9:6, 7 v 2 Kin. 13:1, 10; w 1 Kin. 14:16
V	12007032
c	x
i	c12007032.17
m	1 Kin. 19:17; 2 Kin. 8:12; 13:22
V	12007033
c	y
i	c12007033.18
m	Deut. 2:36
V	12007033
c	z
i	c12007033.19
m	Amos 1:3-5
