C	Chapter 2
V	12002001
c	a
i	c12002001.1
m	Luke 4:27 b Ex.
V	12002002
c	c
i	c12002002.2
m	2 Kin. 6:23;
V	12002007
c	e
i	c12002007.3
m	[Gen. 30:2; Deut. 32:39;
V	12002010
c	f
i	c12002010.4
m	2 Kin. 4:41; John 9:7
V	12002013
c	g
i	c12002013.5
m	1 Sam. 28:23
V	12002014
c	h
i	c12002014.6
m	2 Kin. 5:10; Job 33:25 i Luke
V	12002015
c	j
i	c12002015.7
m	Dan. 2:47;
V	12002015
c	k
i	c12002015.8
m	Gen. 33:11
V	12002016
c	l
i	c12002016.9
m	2 Kin. 3:14
V	12002016
c	m
i	c12002016.10
m	Gen. 14:22, 23; 2 Kin. 5:20, 26; [Matt. 10:8]; Acts
V	12002018
c	n
i	c12002018.11
m	2 Kin. 7:2,
V	12002020
c	o
i	c12002020.12
m	2 Kin. 4:12;
V	12002022
c	p
i	c12002022.13
m	2 Kin. 4:26 leads to repentance (Joel 2:13). therefore cut off his ministry with others (see Num. 5:1–4). the storm god Hadad (see Zech. 12:11), they wrote Rimmon,
V	12002026
c	q
i	c12002026.14
m	[Eccl. 3:1, 6]
V	12002027
c	r
i	c12002027.15
m	[1 Tim. 6:10]
V	12002027
c	s
i	c12002027.16
m	Ex. 4:6; Num. 12:10; 2 Kin. 15:5
