C	Chapter 10
V	12010001
c	a
i	c12010001.1
m	2 Kin. 12:1 b 2 Kin. 10:35
V	12010002
c	c
i	c12010002.2
m	1 Kin. 12:26-33
V	12010003
c	d
i	c12010003.3
m	Judg. 2:14 e 2 Kin. 8:12
V	12010003
c	f
i	c12010003.4
m	Amos 1:4
V	12010004
c	h
i	c12010004.5
m	[Ex. 3:7, 9; Judg. 2:18]; 2 Kin.
V	12010005
c	i
i	c12010005.6
m	2 Kin. 13:25; 14:25, 27; Neh.
V	12010006
c	j
i	c12010006.7
m	1 Kin. 16:33
V	12010007
c	k
i	c12010007.8
m	2 Kin. 10:32 l [Amos 1:3]
V	12010012
c	m
i	c12010012.9
m	2 Kin. 14:8-15 n 2 Kin. 13:14-19,
V	12010013
c	p
i	c12010013.10
m	2 Kin. 14:16
V	12010014
c	q
i	c12010014.11
m	2 Kin. 2:12
V	12010017
c	r
i	c12010017.12
m	1 Kin. 20:26
V	12010019
c	s
i	c12010019.13
m	2 Kin. 13:25
V	12010020
c	t
i	c12010020.14
m	2 Kin. 3:5; and blesses them despite their failures (see 1 Kin. 21:25–29; 2 Pet. 3:9). Cyrus as His anointed (see Is. 45:1; compare Is. 44:28).
V	12010022
c	u
i	c12010022.15
m	2 Kin. 8:12,
V	12010023
c	v
i	c12010023.16
m	2 Kin. 14:27 w [Ex. 2:24, 25]
V	12010023
c	x
i	c12010023.17
m	Gen. 13:16, 17; 17:2-7; Ex. 32:13
V	12010025
c	o
i	c12010025.18
m	2 Kin. 14:9; 2 Chr. 25:17-25
V	12010025
c	y
i	c12010025.19
m	2 Kin. 13:18,
