C	Chapter 10
V	16010001
c	a
i	c16010001.1
m	[Deut. 31:11, 12]; 2 Kin. 23:2; Neh. 8:3, 8; 9:3; Is. 34:16 b Deut.
V	16010002
c	c
i	c16010002.2
m	Num. 22:5; Josh. 24:9,
V	16010002
c	d
i	c16010002.3
m	Num. 23:1; 24:10; Deut. 23:5
V	16010003
c	e
i	c16010003.4
m	Neh. 9:2; 10:28
V	16010004
c	f
i	c16010004.5
m	Neh. 12:10
V	16010004
c	g
i	c16010004.6
m	Neh. 2:10; 4:3; 6:1
V	16010005
c	h
i	c16010005.7
m	Neh. 12:44
V	16010005
c	i
i	c16010005.8
m	Num. 18:21,
V	16010006
c	j
i	c16010006.9
m	Neh. 5:14-16
V	16010007
c	k
i	c16010007.10
m	Neh. 13:1,
V	16010009
c	l
i	c16010009.11
m	2 Chr. 29:5, command (see also 1 Cor. 15:33).
V	16010010
c	m
i	c16010010.12
m	Neh. 10:37; Mal. 3:8 n Num.
V	16010011
c	o
i	c16010011.13
m	Neh. 13:17,
V	16010011
c	p
i	c16010011.14
m	Neh. 10:39
V	16010012
c	q
i	c16010012.15
m	Neh. 10:38;
V	16010013
c	r
i	c16010013.16
m	2 Chr. 31:12 s 1 Cor. 4:2
V	16010014
c	t
i	c16010014.17
m	Neh. 5:19;
V	16010015
c	u
i	c16010015.18
m	[Ex. 20:10]
V	16010015
c	v
i	c16010015.19
m	Neh. 10:31; [Jer.
V	16010018
c	w
i	c16010018.20
m	Ezra 9:13; [Jer. 17:21]
V	16010019
c	x
i	c16010019.21
m	Lev. 23:32
V	16010019
c	y
i	c16010019.22
m	Jer. 17:21,
V	16010022
c	z
i	c16010022.23
m	1 Chr. 15:12; Neh. 12:30
V	16010023
c	a
i	c16010023.24
m	[Ex. 34:16; Deut. 7:3, 4]; Ezra 9:2; Neh. 10:30
V	16010023
c	b
i	c16010023.25
m	Neh. 4:7
V	16010025
c	c
i	c16010025.26
m	Prov. 28:4
V	16010025
c	d
i	c16010025.27
m	Ezra 10:5; Neh. 10:29,
V	16010025
c	g
i	c16010025.28
m	1 Kin. 11:4-8
V	16010026
c	f
i	c16010026.29
m	2 Sam. 12:24,
V	16010027
c	h
i	c16010027.30
m	[Ezra 10:2]; Neh. 13:23
V	16010028
c	i
i	c16010028.31
m	Neh. 12:10,
V	16010028
c	j
i	c16010028.32
m	Neh. 4:1, 7; 6:1,
V	16010029
c	k
i	c16010029.33
m	Neh. 6:14
V	16010029
c	l
i	c16010029.34
m	Mal. 2:4, 11,
V	16010030
c	m
i	c16010030.35
m	Neh. 10:30
V	16010030
c	n
i	c16010030.36
m	Neh. 12:1
V	16010031
c	o
i	c16010031.37
m	Neh. 10:34
