C	Chapter 7
V	16007001
c	a
i	c16007001.1
m	Neh. 1:1
V	16007002
c	b
i	c16007002.2
m	Neh. 12:1-21
V	16007014
c	c
i	c16007014.3
m	Ezra 2:3
V	16007028
c	d
i	c16007028.4
m	Ezra 2:36-43
V	16007029
c	f
i	c16007029.5
m	Deut. 29:12; Neh. 5:12; Ps. 119:106 g 2 Kin. 23:3; 2 Chr. 34:31
V	16007030
c	h
i	c16007030.6
m	Ex. 34:16; Deut. 7:3; [Ezra
V	16007031
c	i
i	c16007031.7
m	Ex. 20:10; Lev. 23:3; Deut. 5:12 j Ex. 23:10, 11; Lev. 25:4; Jer. 34:14 k [Deut. 15:1, 2]; Neh. 5:12
V	16007032
c	l
i	c16007032.8
m	Ex. 30:11-16; 38:25, 26; 2 Chr. 24:6, 9; Matt.
V	16007033
c	m
i	c16007033.9
m	Lev. 24:5; 2 Chr. 2:4 n Num.
V	16007034
c	o
i	c16007034.10
m	Neh. 13:31; [Is. 40:16] p Lev.
V	16007035
c	q
i	c16007035.11
m	Ex. 23:19; 34:26; Lev. 19:23; Num. 18:12; Deut.
V	16007036
c	r
i	c16007036.12
m	Ex. 13:2, 12, 13; Lev. 27:26, 27; Num. 18:15,
V	16007037
c	s
i	c16007037.13
m	Lev. 23:17; Num. 15:19; 18:12; Deut. 18:4; 26:2
V	16007037
c	t
i	c16007037.14
m	Lev. 27:30; Num. 18:21; Mal. 3:10
V	16007038
c	u
i	c16007038.15
m	Num. 18:26 v 1 Chr. 9:26; 2 Chr.
V	16007039
c	w
i	c16007039.16
m	Deut. 12:6, 11; 2 Chr. 31:12; Neh. 13:12 x Neh. 13:10, 11 y [Heb.
