C	Chapter 2
V	16002001
c	a
i	c16002001.1
m	Lev. 25:35-37; Neh. 5:7, 8 b Deut.
V	16002005
c	c
i	c16002005.2
m	Is. 58:7
V	16002005
c	d
i	c16002005.3
m	Ex. 21:7; [Lev.
V	16002007
c	e
i	c16002007.4
m	[Ex. 22:25; Lev. 25:36; Deut. 23:19, 20]; Ezek.
V	16002008
c	f
i	c16002008.5
m	Lev. 25:48
V	16002009
c	g
i	c16002009.6
m	Lev. 25:36 h
V	16002013
c	j
i	c16002013.7
m	Matt. 10:14; Acts 13:51; 18:6
V	16002014
c	l
i	c16002014.8
m	Neh. 2:1; 13:6 m [1 Cor. 9:4-15]
V	16002015
c	n
i	c16002015.9
m	2 Cor. 11:9; 12:13 o Neh. 5:9
V	16002016
c	p
i	c16002016.10
m	Neh. 4:1; 6:1
V	16002017
c	q
i	c16002017.11
m	2 Sam. 9:7; 1 Kin. 18:19
V	16002018
c	r
i	c16002018.12
m	1 Kin. 4:22
V	16002018
c	s
i	c16002018.13
m	Neh. 5:14,
V	16002019
c	t
i	c16002019.14
m	2 Kin. 20:3; Neh. 13:14, 22,
