C	Chapter 20
V	03020002
c	a
i	c03020002.1
m	Lev. 18:2 b Lev. 18:21; 2 Kin. 23:10; 2 Chr. 33:6; Jer. 7:31 c Deut. 17:2-
V	03020003
c	d
i	c03020003.2
m	Lev. 17:10
V	03020006
c	e
i	c03020006.3
m	Lev. 19:31;
V	03020007
c	f
i	c03020007.4
m	Lev. 19:2; Heb. 12:14 4 Set
V	03020008
c	g
i	c03020008.5
m	Lev. 19:19,
V	03020008
c	h
i	c03020008.6
m	Ex. 31:13; Deut. 14:2; Ezek. 37:28
V	03020009
c	i
i	c03020009.7
m	Ex. 21:17; Deut. 27:16; Prov. 20:20; Matt. 15:4 j
V	03020010
c	k
i	c03020010.8
m	Ex. 20:14; Lev. 18:20; Deut. 5:18; 22:22; John 8:4,
V	03020011
c	l
i	c03020011.9
m	Lev. 18:7, 8; Deut. 27:20
V	03020012
c	m
i	c03020012.10
m	Lev. 18:15
V	03020013
c	n
i	c03020013.11
m	Lev. 18:22; Deut. 23:17; Judg.
V	03020014
c	o
i	c03020014.12
m	Lev. 18:17
V	03020015
c	p
i	c03020015.13
m	Lev. 18:23; Deut. 27:21
V	03020017
c	q
i	c03020017.14
m	Lev. 18:9; Deut. 27:22 from honoring them (see 19:3; Ex. 20:12). His blood shall be
V	03020018
c	r
i	c03020018.15
m	Lev. 15:24;
V	03020019
c	s
i	c03020019.16
m	Lev. 18:13
V	03020019
c	t
i	c03020019.17
m	Lev. 18:12
V	03020020
c	u
i	c03020020.18
m	Lev. 18:14
V	03020021
c	v
i	c03020021.19
m	Lev. 18:16; Matt. 14:3,4
V	03020022
c	w
i	c03020022.20
m	Lev. 18:26; 19:37 x Lev. 18:25, 28; 2 Chr. 36:14-16
V	03020023
c	y
i	c03020023.21
m	Lev. 18:3,
V	03020023
c	z
i	c03020023.22
m	Deut. 9:5
V	03020024
c	a
i	c03020024.23
m	Ex. 3:17; 6:8; 13:5; 33:1-3 b Ex. 19:5; 33:16; Lev. 20:26; Deut. 7:6; 14:2; 1 Kin. 8:53
V	03020025
c	c
i	c03020025.24
m	Lev. 10:10; 11:1-47; Deut. 14:3-21 d Lev.
V	03020026
c	e
i	c03020026.25
m	Lev. 19:2; 1 Pet. 1:16
V	03020027
c	f
i	c03020027.26
m	Lev. 19:31;
