C	Chapter 5
V	03005001
c	a
i	c03005001.1
m	Prov. 29:24; [Jer. 23:10] b Lev. 19:8; 20:17; Num.
V	03005002
c	c
i	c03005002.2
m	Lev. 11:24, 28, 31, 39; Num. 19:11-16; Deut. 14:8 d Lev. 5:17
V	03005003
c	e
i	c03005003.3
m	Lev. 5:12, 13,
V	03005004
c	f
i	c03005004.4
m	1 Sam. 25:22; Acts 23:12 g [Matt. 5:33-37]; Mark 6:23; [James
V	03005005
c	h
i	c03005005.5
m	Lev. 16:21; 26:40; Num. 5:7; Ezra 10:11, 12; Ps. 32:5; Prov. 28:13
V	03005007
c	i
i	c03005007.6
m	Lev. 12:6, 8; 14:21 j Lev. 1:14
V	03005008
c	k
i	c03005008.7
m	Lev. 1:15-17
V	03005009
c	l
i	c03005009.8
m	Lev. 4:7, 18,
V	03005010
c	m
i	c03005010.9
m	Lev. 1:14-17
V	03005010
c	n
i	c03005010.10
m	Lev. 4:20, 26;
V	03005011
c	o
i	c03005011.11
m	Lev. 14:21-32
V	03005011
c	p
i	c03005011.12
m	Lev. 2:1, 2; 6:15; Num. 5:15
V	03005012
c	q
i	c03005012.13
m	Lev. 2:2 r Lev.
V	03005013
c	s
i	c03005013.14
m	Lev. 4:26
V	03005013
c	t
i	c03005013.15
m	Lev. 2:3; 6:17,
V	03005015
c	u
i	c03005015.16
m	Lev. 4:2; 22:14; Num. 5:5-8
V	03005015
c	v
i	c03005015.17
m	Ezra 10:19 w Ex. 30:13; Lev. 27:25
V	03005016
c	x
i	c03005016.18
m	Lev. 6:5; 22:14; Num. 5:7 y Lev.
V	03005017
c	a
i	c03005017.19
m	Lev. 5:1,
V	03005018
c	b
i	c03005018.20
m	Lev. 5:15
V	03005019
c	c
i	c03005019.21
m	Ezra 10:2
