C	Chapter 10
V	03010001
c	a
i	c03010001.1
m	Ex. 24:1, 9; Num. 3:2-4; 1 Chr. 24:2 b Lev. 16:12
V	03010001
c	c
i	c03010001.2
m	Ex. 30:9;
V	03010002
c	d
i	c03010002.3
m	Gen. 19:24; Num. 11:1; 16:35; Rev. 20:9
V	03010003
c	e
i	c03010003.4
m	Ex. 19:22; Lev. 21:6; Is. 52:11; Ezek. 20:41
V	03010004
c	f
i	c03010004.5
m	Acts 5:6, 10 1 in
V	03010006
c	g
i	c03010006.6
m	Num. 1:53; Josh. 7:1; 22:18, 20;
V	03010007
c	h
i	c03010007.7
m	Lev. 8:33; 21:12
V	03010009
c	j
i	c03010009.8
m	Gen. 9:21; [Prov. 20:1; 31:5]; Is. 28:7; Ezek. 44:21; Hos. 4:11; Luke 1:15; [Eph. 5:18]; 1 Tim. 3:3; Titus 1:7
V	03010010
c	k
i	c03010010.9
m	Lev. 11:47; 20:25; Ezek. 22:26;
V	03010011
c	l
i	c03010011.10
m	Deut. 24:8; Neh. 8:2, 8; Jer. 18:18; Mal. 2:7
V	03010012
c	m
i	c03010012.11
m	Num. 18:9
V	03010012
c	n
i	c03010012.12
m	Lev. 21:22
V	03010013
c	o
i	c03010013.13
m	Num. 18:10
V	03010013
c	p
i	c03010013.14
m	Lev. 2:3; 6:16
V	03010014
c	q
i	c03010014.15
m	Ex. 29:24, 26, 27; Lev. 7:30-34; Num. 18:11 r Lev. 22:13 s Num.
V	03010015
c	t
i	c03010015.16
m	Lev. 7:29,
V	03010016
c	u
i	c03010016.17
m	Lev. 9:3,
V	03010017
c	v
i	c03010017.18
m	Lev. 6:24-30
V	03010017
c	w
i	c03010017.19
m	Ex. 28:38; Lev. 22:16; Num. 18:1
V	03010018
c	x
i	c03010018.20
m	Lev. 6:30
V	03010018
c	y
i	c03010018.21
m	Lev. 6:26,
V	03010019
c	z
i	c03010019.22
m	Lev. 9:8, 12 a [Is. 1:11-15]; Jer. 6:20; 14:12; Hos. 9:4; [Mal. 1:10, 13;
