C	Chapter 3
V	03003001
c	a
i	c03003001.1
m	Lev. 7:11,
V	03003001
c	b
i	c03003001.2
m	Lev. 1:3; 22:20-24
V	03003002
c	c
i	c03003002.3
m	Ex. 29:10, 11, 16, 20; Lev. 1:4, 5; 16:21 d Lev. 1:5
V	03003003
c	e
i	c03003003.4
m	Ex. 29:13, 22; Lev. 1:8; 3:16; 4:8,
V	03003005
c	f
i	c03003005.5
m	Ex. 29:13; Lev. 6:12; 7:28-34 g 2 Chr. 35:14
V	03003005
c	h
i	c03003005.6
m	Num. 28:3-10
V	03003005
c	i
i	c03003005.7
m	Num. 15:8-10
V	03003007
c	k
i	c03003007.8
m	Num. 15:4, 5 l 1 Kin. 8:62 m Lev.
V	03003011
c	n
i	c03003011.9
m	Lev. 21:6, 8, Num. 28:2; [Ezek. 44:7; Mal. 1:7, 12]
V	03003012
c	o
i	c03003012.10
m	Num. 15:6-11
V	03003012
c	p
i	c03003012.11
m	Lev. 3:1,
V	03003016
c	q
i	c03003016.12
m	Lev. 7:23- 25;
V	03003017
c	r
i	c03003017.13
m	Lev. 6:18;
V	03003017
c	s
i	c03003017.14
m	Gen. 9:4; Lev. 14;
