C	Chapter 8
V	03008002
c	a
i	c03008002.1
m	Ex. 29:1-3 b Ex. 28:2, 4 c Ex. 30:24,
V	03008006
c	f
i	c03008006.2
m	Ex. 30:20; Heb.
V	03008007
c	g
i	c03008007.3
m	Ex. 39:1-31
V	03008008
c	h
i	c03008008.4
m	Ex. 28:30; Num. 27:21; Deut. 33:8;
V	03008009
c	i
i	c03008009.5
m	Ex. 28:36, 37;
V	03008010
c	j
i	c03008010.6
m	Ex. 30:26-29; 40:10, 11; Lev. 8:2
V	03008012
c	k
i	c03008012.7
m	Ex. 29:7; 30:30; Lev. 21:10, 12; Ps. 133:2
V	03008013
c	l
i	c03008013.8
m	Ex. 29:8,
V	03008014
c	m
i	c03008014.9
m	Ex. 29:10; Ps. 66:15; Ezek. 43:19
V	03008014
c	n
i	c03008014.10
m	Lev. 4:4
V	03008015
c	o
i	c03008015.11
m	Ex. 29:12, 36; Lev. 4:7; Ezek. 43:20, 26;
V	03008016
c	p
i	c03008016.12
m	Ex. 29:13; Lev. 4:8
V	03008017
c	q
i	c03008017.13
m	Ex. 29:14; Lev.
V	03008018
c	r
i	c03008018.14
m	Ex. 29:15
V	03008020
c	s
i	c03008020.15
m	Lev. 1:8
V	03008021
c	t
i	c03008021.16
m	Ex. 29:18
V	03008022
c	u
i	c03008022.17
m	Ex. 29:19, 31; Lev. 8:2
V	03008024
c	w
i	c03008024.18
m	[Heb. 9:13,
V	03008025
c	d
i	c03008025.19
m	Ex. 29:10
V	03008025
c	e
i	c03008025.20
m	Ex. 29:15,
V	03008025
c	x
i	c03008025.21
m	Ex. 29:22
V	03008026
c	y
i	c03008026.22
m	Ex. 29:23
V	03008027
c	z
i	c03008027.23
m	Ex. 29:24; Lev.
V	03008028
c	a
i	c03008028.24
m	Ex. 29:25
V	03008029
c	b
i	c03008029.25
m	Ps. 99:6 c Ex. 29:27 d Ex. 29:26
V	03008030
c	e
i	c03008030.26
m	Ex. 29:21; 30:30; Num. 3:3
V	03008031
c	f
i	c03008031.27
m	Ex. 29:31,
V	03008032
c	g
i	c03008032.28
m	Ex. 29:34
V	03008033
c	h
i	c03008033.29
m	Ex. 29:30, 35; Lev. 10:7; Ezek.
V	03008034
c	i
i	c03008034.30
m	[Heb. 7:16]
V	03008035
c	j
i	c03008035.31
m	Num. 1:53; 3:7; 9:19; Deut. 11:1; 1 Kin. 2:3; Ezek.
