C	Chapter 8
V	45008001
c	a
i	c45008001.1
m	1 Cor. 1:10;
V	45008002
c	c
i	c45008002.2
m	Matt. 13:22;
V	45008003
c	f
i	c45008003.3
m	Rom. 1:5; 15:15;
V	45008004
c	i
i	c45008004.4
m	1 Cor. 12:12-14;
V	45008005
c	j
i	c45008005.5
m	[1 Cor. 10:17];
V	45008005
c	d
i	c45008005.6
m	Eccl. 8:2 e Acts
V	45008006
c	k
i	c45008006.7
m	[John 3:27]
V	45008007
c	m
i	c45008007.8
m	Eph. 4:11
V	45008007
c	f
i	c45008007.9
m	Matt. 22:21;
V	45008008
c	n
i	c45008008.10
m	Acts 15:32 o [Matt. 6:1-3] p [Acts 20:28] q 2 Cor. 9:7
V	45008008
c	g
i	c45008008.11
m	[Matt. 7:12;
V	45008009
c	r
i	c45008009.12
m	2 Cor. 6:6;
V	45008009
c	h
i	c45008009.13
m	Ex. 20:13-17; Deut. 5:17-21; Matt. 19:18
V	45008009
c	i
i	c45008009.14
m	Lev. 19:18;
V	45008010
c	t
i	c45008010.15
m	John 13:34;
V	45008010
c	j
i	c45008010.16
m	[Matt. 7:12;
V	45008011
c	k
i	c45008011.17
m	Mark 13:37;
V	45008012
c	v
i	c45008012.18
m	Luke 10:20
V	45008012
c	l
i	c45008012.19
m	Eph. 5:11
V	45008013
c	y
i	c45008013.20
m	1 Cor. 16:1;
V	45008013
c	n
i	c45008013.21
m	Phil. 4:8
V	45008014
c	a
i	c45008014.22
m	[Matt. 5:44];
V	45008014
c	r
i	c45008014.23
m	Job 29:14;
V	45008015
c	b
i	c45008015.24
m	[1 Cor. 12:26]
V	45008016
c	c
i	c45008016.25
m	Rom. 15:5;
