C	Chapter 5
V	45005001
c	a
i	c45005001.1
m	Gal. 5:16 1 NU
V	45005002
c	b
i	c45005002.2
m	Rom. 6:18,
V	45005003
c	e
i	c45005003.3
m	Acts 13:39;
V	45005004
c	g
i	c45005004.4
m	[Rom. 6:4;
V	45005005
c	h
i	c45005005.5
m	John 3:6
V	45005006
c	j
i	c45005006.6
m	Gal. 6:8
V	45005007
c	k
i	c45005007.7
m	James 4:4
V	45005011
c	m
i	c45005011.8
m	Acts 2:24;
V	45005012
c	o
i	c45005012.9
m	[Rom. 6:7, 14]
V	45005013
c	p
i	c45005013.10
m	Gal. 6:8 q Eph.
V	45005014
c	r
i	c45005014.11
m	[Gal. 5:18]
V	45005015
c	s
i	c45005015.12
m	[1 Cor. 2:12];
V	45005017
c	x
i	c45005017.13
m	Acts 26:18
V	45005018
c	z
i	c45005018.14
m	2 Cor. 4:17;
V	45005019
c	a
i	c45005019.15
m	[2 Pet. 3:13]
V	45005020
c	b
i	c45005020.16
m	Gen. 3:17-19
V	45005021
c	c
i	c45005021.17
m	[2 Cor. 3:17];
V	45005022
c	d
i	c45005022.18
m	Jer. 12:4,
V	45005023
c	e
i	c45005023.19
m	2 Cor. 5:5;
V	45005024
c	i
i	c45005024.20
m	Rom. 4:18;
V	45005026
c	j
i	c45005026.21
m	Matt. 20:22;
V	45005027
c	l
i	c45005027.22
m	1 Chr. 28:9
V	45005028
c	n
i	c45005028.23
m	2 Tim. 1:9
V	45005029
c	o
i	c45005029.24
m	2 Tim. 2:19
V	45005030
c	s
i	c45005030.25
m	Rom. 8:28;
V	45005031
c	v
i	c45005031.26
m	Num. 14:9
V	45005032
c	w
i	c45005032.27
m	Rom. 5:6,
V	45005033
c	y
i	c45005033.28
m	Is. 50:8, 9;
V	45005034
c	z
i	c45005034.29
m	John 3:18
V	45005036
c	c
i	c45005036.30
m	Ps. 44:22;
V	45005037
c	d
i	c45005037.31
m	John 16:33; 1 Cor. 15:57; 2 Cor. 2:14; 1 John 5:4
V	45005038
c	e
i	c45005038.32
m	[1 Cor. 15:24; Eph. 1:21; 1 Pet. 3:22]
