C	Chapter 16
V	45016001
c	a
i	c45016001.1
m	Lev. 18:6-8;
V	45016002
c	b
i	c45016002.2
m	1 Cor. 4:18
V	45016003
c	d
i	c45016003.3
m	Col. 2:5;
V	45016004
c	e
i	c45016004.4
m	[Matt. 18:20]
V	45016005
c	g
i	c45016005.5
m	Ps. 109:6; Prov.
V	45016006
c	i
i	c45016006.6
m	1 Cor. 3:21
V	45016008
c	m
i	c45016008.7
m	Ex. 12:15
V	45016008
c	n
i	c45016008.8
m	Deut. 16:3 o Matt.
V	45016009
c	p
i	c45016009.9
m	2 Cor. 6:14;
V	45016010
c	q
i	c45016010.10
m	John 17:15
V	45016011
c	r
i	c45016011.11
m	Matt. 18:17
V	45016013
c	t
i	c45016013.12
m	Deut. 13:5;
