C	Chapter 14
V	45014001
c	a
i	c45014001.1
m	1 Cor. 2:6; Eph.
V	45014002
c	b
i	c45014002.2
m	Heb. 5:12;
V	45014005
c	d
i	c45014005.3
m	Rom. 15:16;
V	45014006
c	e
i	c45014006.4
m	Acts 18:4;
V	45014007
c	h
i	c45014007.5
m	2 Cor. 12:11;
V	45014008
c	i
i	c45014008.6
m	Ps. 62:12;
V	45014009
c	j
i	c45014009.7
m	Mark 16:20;
V	45014010
c	l
i	c45014010.8
m	Rom. 1:5
V	45014011
c	n
i	c45014011.9
m	Is. 28:16;
V	45014013
c	p
i	c45014013.10
m	1 Pet. 1:7
V	45014016
c	r
i	c45014016.11
m	Rom. 8:9; 1 Cor. 6:19; 2 Cor. 6:16; Eph. 2:21
V	45014016
c	s
i	c45014016.12
m	Prov. 3:7 19 t Job 5:13
V	45014020
c	u
i	c45014020.13
m	Ps. 94:11
V	45014021
c	v
i	c45014021.14
m	[2 Cor. 4:5]
V	45014023
c	w
i	c45014023.15
m	[Rom. 14:8];
