C	Chapter 23
V	42023001
c	a
i	c42023001.1
m	[John 3:16; Eph. 2:4-7; 1 John 4:10] b [John 1:12]
V	42023001
c	c
i	c42023001.2
m	John 15:18, 21;
V	42023002
c	d
i	c42023002.3
m	[Is. 56:5; Rom. 8:15, 16] e [Rom. 8:18, 19, 23] f Rom. 8:29; 2 Pet. 1:4 g [Ps. 16:11]
V	42023003
c	h
i	c42023003.4
m	1 John 4:17
V	42023004
c	i
i	c42023004.5
m	Rom. 4:15; 1 John 5:17
V	42023005
c	j
i	c42023005.6
m	1 John 1:2; 3:8 k [Is. 53:5, 6]; John 1:29; [2 Cor. 5:21; Heb. 9:26] l [2 Cor. 5:21]; 1 John 2:29
V	42023008
c	m
i	c42023008.7
m	Matt. 13:38; John 8:44; 1 John 3:10 n Luke 10:18; [Heb. 2:14]
V	42023012
c	r
i	c42023012.8
m	Gen. 4:4,
V	42023013
c	s
i	c42023013.9
m	[John 15:18;
V	42023015
c	t
i	c42023015.10
m	Matt. 5:21; John 8:44 u [Gal. 5:20, 21; Rev. 21:8]
V	42023016
c	v
i	c42023016.11
m	[John 3:16]
V	42023016
c	w
i	c42023016.12
m	John 10:11; 15:13; Gal. 2:20
V	42023017
c	x
i	c42023017.13
m	Deut. 15:7
V	42023018
c	y
i	c42023018.14
m	Ezek. 33:31
V	42023019
c	z
i	c42023019.15
m	John 18:37
V	42023020
c	a
i	c42023020.16
m	[1 Cor. 4:4, 5]
V	42023021
c	b
i	c42023021.17
m	[Heb. 10:22; 1 John 2:28; 5:14]
V	42023022
c	c
i	c42023022.18
m	Ps. 34:15; [John 15:7]; 1 John 5:14, 15 d John 8:29; Heb. 13:21
V	42023023
c	e
i	c42023023.19
m	Matt. 22:39
V	42023024
c	f
i	c42023024.20
m	John 14:23
V	42023024
c	g
i	c42023024.21
m	John 14:21; 17:21
V	42023024
c	h
i	c42023024.22
m	John 14:17; Rom. 8:9, 14, 16; 1 Thess. 4:8; 1 John 4:13
