C	Chapter 1
V	42001001
c	a
i	c42001001.1
m	Heb. 5:12 b [Heb. 9:14]
V	42001002
c	c
i	c42001002.2
m	John 3:25; Acts 19:3-5 d [Acts 8:17]
V	42001002
c	e
i	c42001002.3
m	Acts 17:31 f Acts
V	42001004
c	g
i	c42001004.4
m	[John 4:10]; Eph. 2:8 h [Gal. 3:2, 5]; Heb. 2:4
V	42001006
c	i
i	c42001006.5
m	Heb. 10:29
V	42001007
c	j
i	c42001007.6
m	Ps. 65:10
V	42001008
c	k
i	c42001008.7
m	Is. 5:6
V	42001010
c	l
i	c42001010.8
m	Rom. 3:4 m 1 Thess. 1:3
V	42001010
c	n
i	c42001010.9
m	Rom. 15:25; Heb.10:32-34 4 NU
V	42001011
c	o
i	c42001011.10
m	Col. 2:2
V	42001012
c	p
i	c42001012.11
m	Heb. 10:36
V	42001013
c	q
i	c42001013.12
m	Gen. 22:16, 17; Luke 1:73
V	42001014
c	r
i	c42001014.13
m	Gen. 22:16,
V	42001015
c	s
i	c42001015.14
m	Gen. 12:4; 21:5
V	42001016
c	t
i	c42001016.15
m	Ex. 22:11 8:17; Heb. 11:9
V	42001019
c	y
i	c42001019.16
m	Lev. 16:2, 15; Heb. 9:3,
V	42001020
c	z
i	c42001020.17
m	[John 14:2; Heb. 4:14] a Gen. 14:17-19; Ps. 110:4; Heb. 3:1; 5:10,
