C	Chapter 22
V	42022001
c	a
i	c42022001.1
m	Rom. 8:34; 1 Tim. 2:5; Heb.
V	42022002
c	b
i	c42022002.2
m	[Rom. 3:25]; Heb. 2:17; 1 John 4:10 c John 1:29
V	42022004
c	d
i	c42022004.3
m	Rom. 3:4
V	42022006
c	h
i	c42022006.4
m	Matt. 11:29; John 13:15; 15:10; 1 Pet. 2:21
V	42022006
c	q
i	c42022006.5
m	John 14:23; 1 John 1:3; 2 John
V	42022007
c	i
i	c42022007.6
m	John 13:34; 1 John 3:11, 23; 4:21; 2 John 5 2 NU
V	42022008
c	j
i	c42022008.7
m	John 13:34; 15:12 k Rom. 13:12; Eph. 5:8; 1 Thess. 5:4 l [John 1:9; 8:12;
V	42022009
c	m
i	c42022009.8
m	[1 Cor. 13:2]; 1 John 3:14
V	42022010
c	n
i	c42022010.9
m	[1 John 3:14] o 2 Pet. 1:10
V	42022011
c	p
i	c42022011.10
m	[1 John 2:9; 3:15; 4:20] q John 12:35; 1 John 1:6
V	42022012
c	r
i	c42022012.11
m	[1 Cor. 6:11]
V	42022013
c	s
i	c42022013.12
m	John 1:1; Rev. 22:13 t [Rom. 8:15- 17; Gal. 4:6]
V	42022014
c	u
i	c42022014.13
m	Eph. 6:10
V	42022015
c	v
i	c42022015.14
m	[Rom. 12:2]; Gal. 1:4; James 1:27 w Matt. 6:24; James 4:4
V	42022016
c	x
i	c42022016.15
m	[Eccl. 5:10, 11]
V	42022017
c	y
i	c42022017.16
m	1 Cor. 7:31; 1 Pet. 1:24
V	42022018
c	z
i	c42022018.17
m	John 21:5
V	42022018
c	a
i	c42022018.18
m	Rom. 13:11; 1 Tim. 4:1; Heb. 1:2; 1 Pet. 4:7 b 2 Thess. 2:3
V	42022018
c	d
i	c42022018.19
m	1 Tim. 4:1
V	42022019
c	e
i	c42022019.20
m	Deut. 13:13
V	42022019
c	f
i	c42022019.21
m	Matt. 24:24 g 1 Cor. 11:19
V	42022020
c	h
i	c42022020.22
m	2 Cor. 1:21; Heb. 1:9; 1 John 2:27 i Acts 3:14
V	42022020
c	j
i	c42022020.23
m	Prov. 28:5; [John 16:13]; 1 Cor. 2:15,
V	42022022
c	k
i	c42022022.24
m	2 John 7 l 1 John 4:3
V	42022023
c	m
i	c42022023.25
m	John 15:23
V	42022023
c	n
i	c42022023.26
m	John 5:23 o 1 John 4:15; 5:1; 2 John
V	42022024
c	p
i	c42022024.27
m	2 John 5,
V	42022025
c	r
i	c42022025.28
m	John 3:14-16; 1 John 1:2
V	42022027
c	s
i	c42022027.29
m	[John 14:16; 16:13]; 1 John 2:20 t [Jer. 31:33] u [John 14:16; 1 Cor. 2:12]; 1 Thess. 4:9 7 NU omits will 28 v Eph. 3:12; 1 John 3:21; 4:17; 5:14 8 NU if
V	42022029
c	x
i	c42022029.30
m	John 7:18; 1 John 3:7,
