C	Chapter 7
V	42007001
c	a
i	c42007001.1
m	Rom. 12:10
V	42007002
c	b
i	c42007002.2
m	Matt. 25:35; Rom. 12:13 c Gen.
V	42007003
c	d
i	c42007003.3
m	Matt. 25:36; Heb. 10:34
V	42007004
c	e
i	c42007004.4
m	Prov. 5:18, 19 f 1 Cor. 6:9; Gal. 5:19, 21; 1 Thess.
V	42007005
c	g
i	c42007005.5
m	Gen. 28:15; Deut. 31:6, 8; Josh. 1:5
V	42007006
c	h
i	c42007006.6
m	Ps. 27:1; 118:6
V	42007013
c	j
i	c42007013.7
m	1 Pet. 4:14
V	42007015
c	k
i	c42007015.8
m	Eph. 5:20
V	42007015
c	l
i	c42007015.9
m	Lev. 7:12 m Is. 57:19; Hos. 14:2
V	42007016
c	n
i	c42007016.10
m	Rom. 12:13 o 2 Cor. 9:12; Phil.
V	42007017
c	p
i	c42007017.11
m	Phil. 2:29 q Is. 62:6; Ezek. 3:17; Acts 20:28 5 lead
V	42007018
c	r
i	c42007018.12
m	Eph. 6:19
V	42007018
c	s
i	c42007018.13
m	Acts 23:1
V	42007020
c	t
i	c42007020.14
m	Rom. 5:1, 2, 10; 15:33 u Ps. 16:10, 11; Hos. 6:2 #; Rom. 4:24
V	42007020
c	v
i	c42007020.15
m	Ps. 23:1; Is. 40:11; 63:11; John 10:11; 1 Pet. 2:25; 5:4
V	42007020
c	w
i	c42007020.16
m	Zech. 9:11; Heb.
