C	Chapter 18
V	42018001
c	a
i	c42018001.1
m	Gal. 2:8 b Eph.
V	42018002
c	c
i	c42018002.2
m	Dan. 4:1
V	42018003
c	d
i	c42018003.3
m	1 Pet. 1:5 e 1 Thess. 2:12; 2 Thess. 2:14; 1 Pet. 5:10
V	42018004
c	f
i	c42018004.4
m	2 Cor. 1:20; 7:1 g [2 Cor. 3:18]
V	42018005
c	i
i	c42018005.5
m	2 Pet. 1:2
V	42018007
c	j
i	c42018007.6
m	Gal. 6:10
V	42018008
c	k
i	c42018008.7
m	[John 15:2]
V	42018009
c	l
i	c42018009.8
m	1 John 2:9-11
V	42018012
c	n
i	c42018012.9
m	Phil. 3:1; 1 John 2:21; Jude 5 o 1 Pet. 5:12
V	42018013
c	p
i	c42018013.10
m	[2 Cor. 5:1, 4]; 2 Pet. 1:14 q 2 Pet.
V	42018014
c	r
i	c42018014.11
m	[2 Cor. 5:1; 2 Tim. 4:6] s John
V	42018016
c	t
i	c42018016.12
m	1 Cor. 1:17 u [Matt. 28:18; Eph. 1:19-22] v [1 Pet. 5:4]
V	42018016
c	w
i	c42018016.13
m	Matt. 17:1-5; Luke 1:2
V	42018017
c	x
i	c42018017.14
m	Ps. 2:7; Is. 42:1; Matt. 17:5; Mark 9:7; Luke
V	42018018
c	y
i	c42018018.15
m	Matt. 17:1
V	42018019
c	z
i	c42018019.16
m	[John 1:4, 5, 9] a Prov. 4:18
V	42018019
c	b
i	c42018019.17
m	Rev. 2:28; 22:16 c [2 Cor. 4:5-7]
V	42018020
c	d
i	c42018020.18
m	[Rom. 12:6]
V	42018021
c	e
i	c42018021.19
m	Jer. 23:26; [2 Tim. 3:16] f
