C	Chapter 15
V	42015001
c	a
i	c42015001.1
m	Gen. 3:16; 1 Cor. 14:34; Eph. 5:22; Col. 3:18 b 1 Cor. 7:16
V	42015001
c	c
i	c42015001.2
m	Matt. 18:15
V	42015002
c	d
i	c42015002.3
m	1 Pet. 2:12; 3:6
V	42015003
c	e
i	c42015003.4
m	Is. 3:18; 1 Tim.
V	42015004
c	f
i	c42015004.5
m	Rom. 2:29
V	42015006
c	g
i	c42015006.6
m	Gen. 18:12
V	42015007
c	h
i	c42015007.7
m	1 Cor. 7:3; [Eph. 5:25]; Col. i 1 Cor. 12:23 j Job
V	42015009
c	k
i	c42015009.8
m	[Prov. 17:13]
V	42015009
c	l
i	c42015009.9
m	Matt. 5:44
V	42015009
c	m
i	c42015009.10
m	Matt. 25:34
V	42015010
c	n
i	c42015010.11
m	Ps. 34:12-16
V	42015010
c	o
i	c42015010.12
m	James 1:26
V	42015011
c	p
i	c42015011.13
m	Ps. 37:27
V	42015011
c	q
i	c42015011.14
m	Rom. 12:18
V	42015012
c	r
i	c42015012.15
m	John 9:31 one leader (see Titus 1:5). band become a Christian (see 1 Cor. 9:19–22). (see
V	42015013
c	s
i	c42015013.16
m	Prov. 16:7
V	42015014
c	t
i	c42015014.17
m	James 1:12
V	42015014
c	u
i	c42015014.18
m	Is. 8:12
V	42015015
c	v
i	c42015015.19
m	Ps. 119:46 w [Titus 3:7] 4 set
V	42015016
c	x
i	c42015016.20
m	1 Tim. 1:5; Heb. 13:18; 1 Pet.
V	42015021
c	y
i	c42015021.21
m	Acts 16:33; Eph. 5:26 z [Titus 3:5] a [Rom. 10:10]
V	42015022
c	b
i	c42015022.22
m	Ps. 110:1
V	42015022
c	c
i	c42015022.23
m	Rom. 8:38; Heb. 1:6
