C	Chapter 12
V	42012003
c	d
i	c42012003.1
m	Rom. 2:5
V	42012004
c	e
i	c42012004.2
m	Lev. 19:13; Job 24:10; Jer. 22:13; Mal. 3:5 f Ex. 2:23; Deut. 24:15; Job
V	42012010
c	g
i	c42012010.3
m	Matt. 5:12
V	42012010
c	h
i	c42012010.4
m	Heb. 10:36
V	42012011
c	i
i	c42012011.5
m	[Ps. 94:12; Matt. 5:10]; James 1:2 j [James 1:12]
V	42012011
c	k
i	c42012011.6
m	Job 1:21, 22; 2:10
V	42012011
c	l
i	c42012011.7
m	Job 42:10 m Num.
V	42012012
c	n
i	c42012012.8
m	Matt. 5:34-37
V	42012013
c	o
i	c42012013.9
m	Ps. 50:14,
V	42012013
c	p
i	c42012013.10
m	Eph. 5:19
V	42012014
c	q
i	c42012014.11
m	Mark 6:13;
V	42012015
c	r
i	c42012015.12
m	Is. 33:24
V	42012016
c	s
i	c42012016.13
m	Num. 11:2
V	42012017
c	t
i	c42012017.14
m	Acts 14:15 u 1 Kin. 17:1; 18:1
V	42012019
c	w
i	c42012019.15
m	Matt. 18:15; Gal. 6:1
