C	Chapter 1
V	45001001
c	a
i	c45001001.1
m	Gen. 11:27–
V	45001002
c	c
i	c45001002.2
m	Rom. 3:20, 27
V	45001002
c	d
i	c45001002.3
m	Gen. 15:6; Rom. 4:9, 22; Gal. 3:6; James
V	45001006
c	h
i	c45001006.4
m	Ps. 32:1,
V	45001007
c	i
i	c45001007.5
m	Ps. 32:1,
V	45001011
c	j
i	c45001011.6
m	Gen. 17:10
V	45001012
c	l
i	c45001012.7
m	Rom. 4:18-22
V	45001013
c	m
i	c45001013.8
m	Gen. 17:4-6;
V	45001014
c	n
i	c45001014.9
m	Gal. 3:18
V	45001015
c	o
i	c45001015.10
m	Rom. 3:20
V	45001016
c	p
i	c45001016.11
m	[Rom. 3:24]
V	45001017
c	s
i	c45001017.12
m	Gen. 17:5
V	45001018
c	v
i	c45001018.13
m	Gen. 15:5
V	45001019
c	w
i	c45001019.14
m	Gen. 17:17
V	45001021
c	y
i	c45001021.15
m	Gen. 18:14;
V	45001022
c	z
i	c45001022.16
m	Gen. 15:6
V	45001023
c	a
i	c45001023.17
m	Rom. 15:4;
V	45001024
c	b
i	c45001024.18
m	Acts 2:24
V	45001025
c	c
i	c45001025.19
m	Is. 53:4, 5;
