C	Chapter 2
V	45002001
c	a
i	c45002001.1
m	Is. 32:17; John
V	45002002
c	c
i	c45002002.2
m	[John 10:9;
V	45002003
c	f
i	c45002003.3
m	Matt. 5:11, 12;
V	45002004
c	h
i	c45002004.4
m	Phil. 2:22;
V	45002008
c	l
i	c45002008.5
m	[John 3:16; 15:13 #; Rom. 8:39]
V	45002008
c	m
i	c45002008.6
m	Eph. 2:13; [1 John
V	45002012
c	s
i	c45002012.7
m	Gen. 2:17; 3:6,
V	45002013
c	u
i	c45002013.8
m	1 John 3:4
V	45002014
c	v
i	c45002014.9
m	[1 Cor. 15:21,
V	45002015
c	w
i	c45002015.10
m	[Is. 53:11]
V	45002018
c	x
i	c45002018.11
m	[1 Cor. 15:21,
V	45002019
c	z
i	c45002019.12
m	Is. 53:11,
V	45002020
c	a
i	c45002020.13
m	John 15:22
