C	Chapter 1
V	48001001
c	a
i	c48001001.1
m	Prov. 6:20;
V	48001002
c	b
i	c48001002.2
m	Ex. 20:12;
V	48001004
c	c
i	c48001004.3
m	Col. 3:21
V	48001004
c	d
i	c48001004.4
m	Gen. 18:19; Deut. 6:7; 11:19; Ps. 78:4; Prov. 22:6;
V	48001005
c	f
i	c48001005.5
m	2 Cor. 7:15
V	48001006
c	h
i	c48001006.6
m	Col. 3:22
V	48001008
c	i
i	c48001008.7
m	Rom. 2:6
V	48001009
c	j
i	c48001009.8
m	Job 31:13; John
V	48001011
c	l
i	c48001011.9
m	[2 Cor. 6:7]
V	48001012
c	m
i	c48001012.10
m	Rom. 8:38
V	48001013
c	o
i	c48001013.11
m	[2 Cor. 10:4]
V	48001014
c	q
i	c48001014.12
m	Is. 11:5; Luke
V	48001015
c	s
i	c48001015.13
m	Is. 52:7; Rom.
V	48001016
c	t
i	c48001016.14
m	1 John 5:4
V	48001017
c	u
i	c48001017.15
m	1 Thess. 5:8
V	48001018
c	w
i	c48001018.16
m	Luke 18:1;
V	48001018
c	y
i	c48001018.17
m	Phil. 1:4
V	48001019
c	z
i	c48001019.18
m	Acts 4:29;
V	48001020
c	a
i	c48001020.19
m	2 Cor. 5:20;
V	48001021
c	b
i	c48001021.20
m	Acts 20:4;
V	48001022
c	d
i	c48001022.21
m	Col. 4:8
