C	Chapter 3
V	28003001
c	a
i	c28003001.1
m	Acts 2:41; 4:4
V	28003001
c	b
i	c28003001.2
m	Acts 9:29; 11:20
V	28003001
c	c
i	c28003001.3
m	Acts 4:35; 11:29
V	28003002
c	d
i	c28003002.4
m	Ex. 18:17
V	28003003
c	e
i	c28003003.5
m	Deut. 1:13; 1 Tim. 3:7 f Phil. 1:1; 1 Tim. 3:8-13
V	28003004
c	g
i	c28003004.6
m	Acts 2:42
V	28003005
c	h
i	c28003005.7
m	Acts 6:3; 11:24
V	28003005
c	i
i	c28003005.8
m	Acts 8:5, 26; 21:8
V	28003005
c	j
i	c28003005.9
m	Rev. 2:6,
V	28003006
c	k
i	c28003006.10
m	Acts 1:24
V	28003006
c	l
i	c28003006.11
m	Num. 8:10; 27:18; Deut. 34:9; [Mark 5:23; Acts 8:17; 1 Tim. 4:14; 2 Tim. 1:6]; Heb. 6:2
V	28003007
c	m
i	c28003007.12
m	Acts 12:24; Col. 1:6 n John
V	28003008
c	o
i	c28003008.13
m	Acts 2:43; 5:12; grace 13; Matt. 26:59,
V	28003014
c	r
i	c28003014.14
m	Acts 10:38;
