C	Chapter 13
V	28013001
c	a
i	c28013001.1
m	Acts 17:11, 13; 20:4; 27:2; Phil. 4:16; 1 Thess. 1:1; 2 Thess. 1:1; 2 Tim.
V	28013002
c	b
i	c28013002.2
m	Luke 4:16; Acts 9:20; 13:5, 14; c 1 Thess. 2:1-16
V	28013003
c	d
i	c28013003.3
m	Luke 24:26, 46; Acts 18:5, 28; Gal. 3:1
V	28013004
c	e
i	c28013004.4
m	Acts 28:24
V	28013004
c	f
i	c28013004.5
m	Acts 15:22, 27,
V	28013005
c	g
i	c28013005.6
m	Acts 13:45
V	28013005
c	h
i	c28013005.7
m	Acts 17:6, 7, 9; Rom. 16:21
V	28013006
c	i
i	c28013006.8
m	[Acts 16:20]
V	28013007
c	j
i	c28013007.9
m	Luke 23:2; John 19:12; 1 Pet. 2:13
V	28013010
c	k
i	c28013010.10
m	Acts 9:25;
V	28013014
c	m
i	c28013014.11
m	Matt. 10:23
V	28013015
c	n
i	c28013015.12
m	Acts 18:5
V	28013016
c	o
i	c28013016.13
m	2 Pet. 2:8
V	28013018
c	p
i	c28013018.14
m	1 Cor. 15:12
V	28013024
c	q
i	c28013024.15
m	Is. 42:5; Acts 14:15 r Deut. 10:14; Ps. 115:16; Matt. 11:25 s 1 Kin. 8:27; Acts
V	28013025
c	t
i	c28013025.16
m	Gen. 2:7; Is. 42:5; Dan. 5:23
V	28013026
c	u
i	c28013026.17
m	Deut. 32:8; Job 12:23; Dan.
V	28013027
c	v
i	c28013027.18
m	[Rom. 1:20]
V	28013027
c	w
i	c28013027.19
m	Deut. 4:7; Ps. 139:7, 10; Jer. 23:23, 24; [Acts
V	28013028
c	x
i	c28013028.20
m	[Col. 1:17; Heb. 1:3] y Titus
V	28013029
c	z
i	c28013029.21
m	Ps. 115:4-7; Is. 40:18, 19; Rom.
V	28013030
c	a
i	c28013030.22
m	Acts 14:16; [Rom. 3:25] b Luke 24:47; Acts 26:20; [Titus 2:11, 12]; 1 Pet. 1:14; 4:3
