C	Chapter 8
V	28008002
c	a
i	c28008002.1
m	Matt. 4:21;
V	28008003
c	b
i	c28008003.2
m	Ex. 12:15; 23:15; Acts 20:6
V	28008004
c	c
i	c28008004.3
m	John 21:18 1 Gr.
V	28008007
c	d
i	c28008007.4
m	Acts 5:19
V	28008009
c	e
i	c28008009.5
m	Ps. 126:1 f Acts
V	28008010
c	g
i	c28008010.6
m	Acts 5:19;
V	28008011
c	h
i	c28008011.7
m	[Ps. 34:7]; Dan. 3:28; 6:22; [Heb. 1:14] i Job 5:19; [Ps. 33:18, 19; 34:22; 41:2]; 2 Cor. 1:10; [2 Pet. 2:9]
V	28008012
c	j
i	c28008012.8
m	Acts 4:23
V	28008012
c	k
i	c28008012.9
m	Acts 13:5, 13; 15:37; 2 Tim. 4:11; Philem. 24; 1 Pet. 5:13 l Acts 12:5
V	28008015
c	m
i	c28008015.10
m	Gen. 48:16; [Matt. 18:10]
V	28008020
c	o
i	c28008020.11
m	Matt. 11:21 p 1 Kin. 5:11; Ezra 3:7; Ezek.
V	28008023
c	q
i	c28008023.12
m	1 Sam. 25:38;
V	28008024
c	s
i	c28008024.13
m	Is. 55:11; Acts
V	28008025
c	t
i	c28008025.14
m	Acts 11:30
V	28008025
c	u
i	c28008025.15
m	Acts 11:30 v Acts 13:5, 13 w Acts
