C	Chapter 10
V	28010001
c	a
i	c28010001.1
m	John 7:35; Acts 18:4; Rom. 1:14, 16; 1 Cor. 1:22
V	28010003
c	b
i	c28010003.2
m	Mark 16:20; Acts 4:29; 20:32; Heb. 2:4 c Acts
V	28010004
c	d
i	c28010004.3
m	Luke 12:51
V	28010005
c	f
i	c28010005.4
m	2 Tim. 3:11
V	28010006
c	g
i	c28010006.5
m	Matt. 10:23
V	28010008
c	h
i	c28010008.6
m	Acts 3:2
V	28010010
c	i
i	c28010010.7
m	[Is. 35:6]
V	28010011
c	j
i	c28010011.8
m	Acts 8:10; 28:6
V	28010013
c	k
i	c28010013.9
m	Dan. 2:46
V	28010014
c	l
i	c28010014.10
m	Num. 14:6; Matt. 26:65; Mark
V	28010015
c	m
i	c28010015.11
m	Acts 10:26
V	28010015
c	n
i	c28010015.12
m	James 5:17 o
V	28010015
c	q
i	c28010015.13
m	Gen. 1:1; Ex. 20:11; Ps. 146:6; Acts 4:24; 17:24; Rev. 14:7
V	28010016
c	r
i	c28010016.14
m	Ps. 81:12; Mic. 4:5; 1 Pet. 4:3
V	28010017
c	s
i	c28010017.15
m	Acts 17:24-27; Rom. 1:19,
V	28010017
c	t
i	c28010017.16
m	Lev. 26:4; Deut. 11:14; [Matt. 5:45]
V	28010017
c	u
i	c28010017.17
m	Ps. 145:16
V	28010019
c	v
i	c28010019.18
m	Acts 13:45, 50; 14:2-5; 1 Thess.
V	28010019
c	w
i	c28010019.19
m	Acts 14:5; 2 Cor. 11:25; 2 Tim. 3:11 x [2 Cor. 12:1-4]
V	28010021
c	y
i	c28010021.20
m	Matt. 28:19
V	28010022
c	z
i	c28010022.21
m	Acts 11:23
V	28010022
c	a
i	c28010022.22
m	Matt. 10:38; Luke 22:28; [Rom. 8:17; 2 Tim. 2:12;
V	28010023
c	b
i	c28010023.23
m	Matt. 9:15; Mark 2:20; Luke 5:35; 2 Cor. 8:19; Titus 1:5
V	28010027
c	c
i	c28010027.24
m	Acts 15:4, 12 14:19 supposing him to be dead: The physician Luke may be
V	28010027
c	d
i	c28010027.25
m	1 Cor. 16:9; 2 Cor. 2:12; Col. 4:3; Rev. 3:8
