C	Chapter 23
V	26023002
c	a
i	c26023002.1
m	Matt. 27:55; Mark 15:40, 41; Luke 23:49,
V	26023002
c	b
i	c26023002.2
m	Matt. 27:56; Mark 16:9
V	26023008
c	d
i	c26023008.3
m	Matt. 11:15; Mark 7:16; Luke 14:35; Rev. 2:7, 11,
V	26023009
c	e
i	c26023009.4
m	Matt. 13:10-23; Mark 4:10-20
V	26023010
c	f
i	c26023010.5
m	Is. 6:9 #; Matt. 13:14; Acts
V	26023011
c	g
i	c26023011.6
m	Matt. 13:18; Mark 4:14; [1 Pet. 1:23] h Luke 5:1;
V	26023014
c	i
i	c26023014.7
m	Matt. 19:23; 1 Tim. 6:9,
V	26023015
c	j
i	c26023015.8
m	[Rom. 2:7; Heb. 10:36-39; James 5:7, 8] Mark 4:21-25 Matt. 12:46-50; Mark 3:31-35
V	26023016
c	k
i	c26023016.9
m	Matt. 5:15; Mark 4:21; Luke 11:33 l Matt. 5:14
V	26023017
c	m
i	c26023017.10
m	Matt. 10:26; Luke 12:2; [1 Cor. 4:5] n [Eccl. 12:14; 2 Cor. 5:10]
V	26023018
c	o
i	c26023018.11
m	Matt. 25:29
V	26023018
c	p
i	c26023018.12
m	Matt. 13:12
V	26023019
c	q
i	c26023019.13
m	Ps. 69:8; Matt. 12:46-50; Mark
V	26023024
c	x
i	c26023024.14
m	Luke 4:41
V	26023025
c	s
i	c26023025.15
m	Luke 9:41
V	26023025
c	t
i	c26023025.16
m	Luke 4:36; 5:26
V	26023026
c	u
i	c26023026.17
m	Matt. 8:28-34; Mark 5:1-17 2 NU
V	26023028
c	v
i	c26023028.18
m	Mark 1:26; 9:26 w Mark 1:23,
V	26023031
c	y
i	c26023031.19
m	Rom. 10:7; [Rev. 20:1, 3]
V	26023032
c	z
i	c26023032.20
m	Lev. 11:7; Deut. 14:8 11:28] # b Matt. 28:9; Mark 7:25; Luke 10:39; 17:16; John 11:32 c [2 Tim. 1:7]
V	26023037
c	d
i	c26023037.21
m	Matt. 8:34
V	26023037
c	e
i	c26023037.22
m	Mark 1:24; Luke 4:34 f Job 21:14; Acts 16:39 5 NU
V	26023037
c	g
i	c26023037.23
m	Luke 5:26
V	26023038
c	h
i	c26023038.24
m	Mark 5:18-20
V	26023042
c	j
i	c26023042.25
m	Luke 7:2
V	26023043
c	k
i	c26023043.26
m	Matt. 9:20
V	26023043
c	l
i	c26023043.27
m	Luke 15:19-22
V	26023044
c	m
i	c26023044.28
m	Mark 6:56; Luke 5:13
V	26023046
c	n
i	c26023046.29
m	Mark 5:30; Luke 6:19
V	26023048
c	o
i	c26023048.30
m	Mark 5:34; Luke 7:50 p John
V	26023049
c	q
i	c26023049.31
m	Mark 5:35
V	26023050
c	r
i	c26023050.32
m	[Mark 11:22-
V	26023052
c	u
i	c26023052.33
m	Luke 7:14; John
V	26023056
c	v
i	c26023056.34
m	Matt. 8:4; 9:30; Mark 5:43
