C	Chapter 8
V	12008001
c	a
i	c12008001.1
m	2 Chr. 22:10 b 2 Kin. 8:26 c 2 Kin. 9:27
V	12008002
c	d
i	c12008002.2
m	2 Kin. 8:25 2 Chr. 22:11
V	12008004
c	e
i	c12008004.3
m	2 Kin. 12:2; 2 Chr. 23:1
V	12008005
c	f
i	c12008005.4
m	1 Chr. 9:25
V	12008009
c	g
i	c12008009.5
m	2 Chr. 23:8
V	12008010
c	h
i	c12008010.6
m	2 Sam. 8:7; 1 Chr. 18:7
V	12008012
c	i
i	c12008012.7
m	Ex. 25:16; 31:18 j
V	12008013
c	k
i	c12008013.8
m	2 Kin. 8:26; 2 Chr. 23:12
V	12008017
c	m
i	c12008017.9
m	2 Chr. 23:16
V	12008017
c	n
i	c12008017.10
m	Josh. 24:24, 25; 2 Chr. 15:12-15 o
V	12008018
c	p
i	c12008018.11
m	2 Kin. 10:26, 12:3] r 1 Kin. 18:40; 2 Kin. 10:11 s 2 Chr.
V	12008021
c	t
i	c12008021.12
m	2 Chr. 24:1-14
