C	Chapter 11
V	12011001
c	a
i	c12011001.1
m	2 Kin. 13:10 b 2 Chr. 25:1,
V	12011003
c	c
i	c12011003.2
m	2 Kin. 12:2
V	12011004
c	d
i	c12011004.3
m	2 Kin. 12:3
V	12011005
c	e
i	c12011005.4
m	2 Kin. 12:20
V	12011006
c	f
i	c12011006.5
m	Deut. 24:16; [Jer. 31:30; Ezek.
V	12011007
c	g
i	c12011007.6
m	2 Chr. 25:5-16 h
V	12011008
c	j
i	c12011008.7
m	2 Chr. 25:17,
V	12011009
c	k
i	c12011009.8
m	Judg. 9:8-15 l 1 Kin. 4:33
V	12011011
c	n
i	c12011011.9
m	Josh. 19:38;
V	12011013
c	o
i	c12011013.10
m	Neh. 8:16; 12:39 p Jer. 31:38; Zech. 14:10
V	12011014
c	q
i	c12011014.11
m	1 Kin. 7:51; 2 Kin. 12:18; 16:8
V	12011015
c	r
i	c12011015.12
m	2 Kin. 13:12,
V	12011017
c	s
i	c12011017.13
m	2 Chr.
V	12011019
c	t
i	c12011019.14
m	2 Chr. 25:27
V	12011019
c	u
i	c12011019.15
m	Josh. 10:31
V	12011021
c	v
i	c12011021.16
m	2 Kin. 15:13; 2 Chr. 26:1 26:1ff.; Is. 6:1; etc.
V	12011022
c	w
i	c12011022.17
m	1 Kin. 9:26; 2 Kin. 16:6; 2 Chr. 8:17
V	12011024
c	x
i	c12011024.18
m	1 Kin.
V	12011025
c	y
i	c12011025.19
m	2 Kin. 10:32; 13:5, 25 z Num. 13:21; 34:8; 1 Kin. 8:65 a Deut. 3:17
V	12011025
c	b
i	c12011025.20
m	Jon. 1:1; Matt. 12:39, 40 c Josh.
V	12011026
c	d
i	c12011026.21
m	Ex. 3:7; 2 Kin. 13:4; Ps. 106:44
V	12011026
c	e
i	c12011026.22
m	Deut. 32:36
V	12011028
c	g
i	c12011028.23
m	1 Kin. 11:24 h
V	12011029
c	i
i	c12011029.24
m	2 Kin. 15:8
