C	Chapter 6
V	12006001
c	a
i	c12006001.1
m	1 Kin. 20:35 b 2 Kin. 4:29; Jer. c 2 Kin. 8:28,
V	12006002
c	d
i	c12006002.2
m	2 Kin. 9:5,
V	12006003
c	e
i	c12006003.3
m	1 Kin. 19:16
V	12006006
c	f
i	c12006006.4
m	1 Sam. 2:7, 8; 1 Kin. 19:16; 2 Kin. 9:3; 2 Chr. 22:7
V	12006007
c	g
i	c12006007.5
m	[Deut. 32:35, 41] h 1 Kin. 18:4;
V	12006008
c	i
i	c12006008.6
m	1 Kin. 14:10; 21:21; 2 Kin. 10:17 j
V	12006008
c	k
i	c12006008.7
m	Deut. 32:36; 2 Kin. 14:26
V	12006009
c	l
i	c12006009.8
m	1 Kin. 14:10; m 1 Kin. 16:3,
V	12006011
c	o
i	c12006011.9
m	Jer. 29:26; Hos. 9:7; Mark 3:21; John 10:20; Acts 26:24; [1 Cor.
V	12006013
c	p
i	c12006013.10
m	Matt. 21:7, 8;
V	12006014
c	q
i	c12006014.11
m	2 Kin. 8:28
V	12006015
c	r
i	c12006015.12
m	2 Kin. 8:29
V	12006016
c	s
i	c12006016.13
m	2 Kin. 8:29
V	12006025
c	v
i	c12006025.14
m	1 Kin. 21:19, 24-29 w Is. 13:1
V	12006026
c	x
i	c12006026.15
m	1 Kin. 21:13,
V	12006027
c	y
i	c12006027.16
m	2 Chr. 22:7,
V	12006030
c	z
i	c12006030.17
m	[Jer. 4:30]; Ezek. 23:40
V	12006031
c	a
i	c12006031.18
m	1 Kin. 16:9-20; 2 Kin. 9:18-22
V	12006034
c	b
i	c12006034.19
m	[Ex. 22:28]; 1 Kin. 16:31
V	12006036
c	c
i	c12006036.20
m	1 Kin. 21:23
V	12006037
c	d
i	c12006037.21
m	Ps. 83:10
