C	Chapter 17
V	12017001
c	a
i	c12017001.1
m	2 Kin. 18:13; 2 Chr. 32:24; Is.
V	12017003
c	b
i	c12017003.2
m	2 Kin. 18:3-6; Neh. 13:22
V	12017005
c	c
i	c12017005.3
m	1 Sam. 9:16; 10:1 d 2 Kin. 19:20; Ps. 65:2 e Ps.
V	12017006
c	f
i	c12017006.4
m	2 Kin. 19:34; 2 Chr. 32:21
V	12017007
c	g
i	c12017007.5
m	Is. 38:21
V	12017008
c	h
i	c12017008.6
m	Judg. 6:17, 37, 39; Is. 7:11, 14;
V	12017009
c	i
i	c12017009.7
m	Num. 23:19; Is.
V	12017011
c	j
i	c12017011.8
m	Josh. 10:12-14;
V	12017012
c	k
i	c12017012.9
m	2 Kin. 8:8, 9; 2 Chr. 32:31; Is. 39:1-8 Baladan, Is. 39:1
V	12017013
c	l
i	c12017013.10
m	2 Kin. 16:9; 2 Chr. 32:27,
V	12017015
c	m
i	c12017015.11
m	2 Kin. 20:13
V	12017018
c	o
i	c12017018.12
m	2 Kin. 24:12; 2 Chr. 33:11
V	12017018
c	p
i	c12017018.13
m	Dan. 1:3-7 q Dan.
V	12017019
c	r
i	c12017019.14
m	1 Sam. 3:18
V	12017020
c	s
i	c12017020.15
m	2 Chr. 32:32
V	12017020
c	t
i	c12017020.16
m	Neh. 3:16 u 2 Kin. 18:17; Is. 7:3 v 2 Chr. 32:3,
V	12017021
c	w
i	c12017021.17
m	2 Kin. 16:20; 2 Chr. 32:33
