C	Chapter 5
V	47005001
c	a
i	c47005001.1
m	Acts 9:6 b Acts
V	47005004
c	c
i	c47005004.2
m	[Matt. 20:28]
V	47005006
c	e
i	c47005006.3
m	[Rom. 8:28];
V	47005007
c	f
i	c47005007.4
m	2 Cor. 11:4
V	47005008
c	i
i	c47005008.5
m	1 Cor. 16:22
V	47005009
c	j
i	c47005009.6
m	Deut. 4:2
V	47005010
c	k
i	c47005010.7
m	[1 Cor.
V	47005011
c	n
i	c47005011.8
m	[Rom. 2:16];
V	47005012
c	o
i	c47005012.9
m	1 Cor. 15:1
V	47005013
c	q
i	c47005013.10
m	Acts 9:1 r Acts
V	47005014
c	s
i	c47005014.11
m	Acts 26:9;
V	47005015
c	u
i	c47005015.12
m	Is. 49:1, 5;
V	47005016
c	v
i	c47005016.13
m	[2 Cor. 4:5-7]
V	47005018
c	y
i	c47005018.14
m	Acts 9:26 3 NU
V	47005019
c	z
i	c47005019.15
m	1 Cor. 9:5
V	47005019
c	a
i	c47005019.16
m	Matt. 13:55
V	47005021
c	b
i	c47005021.17
m	Acts 9:30
V	47005022
c	c
i	c47005022.18
m	Rom. 16:7
V	47005023
c	d
i	c47005023.19
m	Acts 9:20,
V	47005024
c	f
i	c47005024.20
m	Acts 11:18
