C	Chapter 6
V	47006001
c	a
i	c47006001.1
m	Acts 15:2
V	47006002
c	b
i	c47006002.2
m	Acts 15:1-4
V	47006004
c	d
i	c47006004.3
m	Acts 15:1, 24;
V	47006005
c	g
i	c47006005.4
m	[Gal. 1:6; 2:14;
V	47006006
c	h
i	c47006006.5
m	Gal. 2:9; 6:3
V	47006007
c	k
i	c47006007.6
m	Acts 9:15;
V	47006008
c	m
i	c47006008.7
m	1 Pet. 1:1
V	47006009
c	p
i	c47006009.8
m	Matt. 16:18
V	47006010
c	s
i	c47006010.9
m	Acts 11:30
V	47006011
c	t
i	c47006011.10
m	Acts 15:35
V	47006012
c	u
i	c47006012.11
m	[Acts 10:28;
V	47006014
c	v
i	c47006014.12
m	Gal. 1:6; 2:5;
V	47006016
c	c
i	c47006016.13
m	Ps. 143:2;
V	47006017
c	d
i	c47006017.14
m	[1 John 3:8]
V	47006019
c	e
i	c47006019.15
m	Rom. 8:2
V	47006020
c	h
i	c47006020.16
m	[Rom. 6:6;
V	47006021
c	k
i	c47006021.17
m	Heb. 7:11 1 for
