C	Chapter 24
V	40024002
c	a
i	c40024002.1
m	1 Cor. 1:3
V	40024004
c	b
i	c40024004.2
m	2 Cor. 7:4; [1 Thess. 2:19] c 1 Thess. 1:3 d 1 Thess. 2:14
V	40024005
c	e
i	c40024005.3
m	Phil. 1:28 f 1 Thess. 2:14
V	40024006
c	g
i	c40024006.4
m	Rev. 6:10
V	40024007
c	h
i	c40024007.5
m	Rev. 14:13 i [1 Thess. 4:16]; Jude
V	40024009
c	j
i	c40024009.6
m	Phil. 3:19; 1 Thess. 5:3
V	40024009
c	k
i	c40024009.7
m	Deut. 33:2
V	40024010
c	l
i	c40024010.8
m	Matt. 25:31
V	40024011
c	n
i	c40024011.9
m	Col. 1:12 o 1 Thess. 1:3
V	40024012
c	p
i	c40024012.10
m	[Col. 3:17]
