C	Chapter 26
V	40026001
c	a
i	c40026001.1
m	Eph. 6:19
V	40026002
c	b
i	c40026002.2
m	Rom. 15:31
V	40026002
c	c
i	c40026002.3
m	Acts 28:24
V	40026003
c	d
i	c40026003.4
m	1 Cor. 1:9; 1 Thess. 5:24
V	40026003
c	e
i	c40026003.5
m	John 17:15
V	40026004
c	f
i	c40026004.6
m	2 Cor. 7:16
V	40026005
c	g
i	c40026005.7
m	1 Chr. 29:18
V	40026008
c	k
i	c40026008.8
m	1 Thess. 2:9
V	40026009
c	l
i	c40026009.9
m	1 Cor. 9:4, 6-14
V	40026011
c	m
i	c40026011.10
m	1 Tim. 5:13; 1 Pet. 4:15
V	40026012
c	n
i	c40026012.11
m	Eph. 4:28; 1 Thess. 4:11,
V	40026013
c	o
i	c40026013.12
m	2 Cor. 4:1; Gal. 6:9
V	40026014
c	p
i	c40026014.13
m	Matt. 18:17
V	40026015
c	q
i	c40026015.14
m	Lev. 19:17
V	40026015
c	r
i	c40026015.15
m	Titus 3:10 5 warn
V	40026016
c	s
i	c40026016.16
m	John 14:27; Rom. 15:33; Phil. 4:9
V	40026017
c	t
i	c40026017.17
m	1 Cor. 16:21
