C	Chapter 22
V	40022001
c	a
i	c40022001.1
m	1 Cor. 15:58
V	40022001
c	b
i	c40022001.2
m	Phil. 1:27; Col.
V	40022003
c	c
i	c40022003.3
m	[Rom. 12:2]
V	40022003
c	d
i	c40022003.4
m	Eph. 5:27 e [1 Cor. 6:15-20; Col. 3:5]
V	40022004
c	f
i	c40022004.5
m	Rom. 6:19
V	40022005
c	g
i	c40022005.6
m	Col. 3:5 h Eph. 4:17, 18 i 1 Cor.
V	40022006
c	j
i	c40022006.7
m	2 Thess. 1:8
V	40022007
c	k
i	c40022007.8
m	Lev. 11:44; [Heb. 12:14]; 1 Pet. 1:14-16
V	40022008
c	l
i	c40022008.9
m	Luke 10:16 m 1 Cor. 2:10 1 NU
V	40022009
c	n
i	c40022009.10
m	[Jer. 31:33, 34]; John 6:45; 15:12, 17; [1 John 2:27]
V	40022009
c	o
i	c40022009.11
m	Matt. 22:39
V	40022010
c	p
i	c40022010.12
m	1 Thess. 3:12
V	40022011
c	q
i	c40022011.13
m	2 Thess. 3:11; 1 Pet. 4:15
V	40022012
c	s
i	c40022012.14
m	Rom. 13:13; Col. 4:5; [1 Pet.
V	40022013
c	t
i	c40022013.15
m	Lev. 19:28 u [Eph. 2:12] 2 Died
V	40022014
c	v
i	c40022014.16
m	1 Cor. 15:13 w 1 Cor. 15:20,
V	40022015
c	x
i	c40022015.17
m	1 Kin. 13:17; 20:35; 2 Cor. 12:1; Gal. 1:12 y 1 Cor. 15:51, 52; 1 Thess.
V	40022017
c	d
i	c40022017.18
m	Dan. 7:13; Acts 1:9; Rev. 11:12 e John 14:3;
V	40022018
c	f
i	c40022018.19
m	1 Thess. 5:11
