C	Chapter 14
V	40014001
c	a
i	c40014001.1
m	Phil. 1:8 b 2 Cor. 1:14 c 1 Cor. 16:13; Phil.
V	40014002
c	d
i	c40014002.2
m	Phil. 2:2; 3:16
V	40014003
c	e
i	c40014003.3
m	Rom. 16:3 f Ex. 32:32; Luke 10:20
V	40014004
c	g
i	c40014004.4
m	Rom. 12:12
V	40014009
c	q
i	c40014009.5
m	Rom. 15:33; Heb. 13:20
V	40014010
c	r
i	c40014010.6
m	2 Cor. 11:9; Phil. 2:30 3 you
V	40014011
c	s
i	c40014011.7
m	2 Cor. 9:8; 1 Tim. 6:6, 8; Heb.
V	40014012
c	t
i	c40014012.8
m	1 Cor. 4:11
V	40014013
c	u
i	c40014013.9
m	John 15:5
V	40014014
c	v
i	c40014014.10
m	Phil. 1:7
V	40014015
c	w
i	c40014015.11
m	2 Cor. 11:8,
V	40014017
c	x
i	c40014017.12
m	Titus 3:14
V	40014018
c	y
i	c40014018.13
m	Phil. 2:25
V	40014018
c	z
i	c40014018.14
m	Heb. 13:16
V	40014018
c	a
i	c40014018.15
m	Rom. 12:1; 2 Cor.
V	40014019
c	b
i	c40014019.16
m	Ps. 23:1; 2 Cor. 9:8
V	40014020
c	c
i	c40014020.17
m	Rom. 16:27
