C	Chapter 3
V	40003002
c	c
i	c40003002.1
m	Acts 15:1; Gal.
V	40003003
c	d
i	c40003003.2
m	[Deut. 27:26; Rom. 2:25; Gal.
V	40003004
c	e
i	c40003004.3
m	[Rom. 9:31]
V	40003004
c	f
i	c40003004.4
m	Heb. 12:15; 2 Pet.
V	40003005
c	g
i	c40003005.5
m	Rom. 8:24
V	40003006
c	h
i	c40003006.6
m	[1 Cor. 7:19; Gal. 6:15; Col. 3:11] i Col. 1:4; 1 Thess. 1:3; [James 2:18,
V	40003007
c	j
i	c40003007.7
m	1 Cor. 9:24
V	40003009
c	k
i	c40003009.8
m	1 Cor. 5:6
V	40003011
c	l
i	c40003011.9
m	1 Cor. 15:30
V	40003011
c	m
i	c40003011.10
m	Rom. 9:33; [1 Cor. 1:23]
V	40003012
c	n
i	c40003012.11
m	Josh. 7:25
V	40003012
c	o
i	c40003012.12
m	Acts 15:1,
V	40003013
c	p
i	c40003013.13
m	[Rom. 8:2]; 1 Cor. 8:9; Gal. 5:1
V	40003013
c	q
i	c40003013.14
m	Rom. 6:1; 1 Pet. 2:16 r 1 Cor. 9:19; Eph. 5:21
V	40003014
c	s
i	c40003014.15
m	Matt. 7:12; 22:40; Rom. 13:8, 10; Gal. 6:2 t Lev. 19:18; Matt. 22:39; Rom. 13:9
V	40003016
c	u
i	c40003016.16
m	Rom. 6:12
V	40003017
c	v
i	c40003017.17
m	Rom. 7:18, 22, 23; 8:5 w Rom. 7:15 18 x [Rom. 6:14; 7:4; 8:14; 1 Tim. 1:9]
V	40003021
c	z
i	c40003021.18
m	1 Cor. 6:9,
V	40003022
c	a
i	c40003022.19
m	[John 15:2] b [Rom. 5:1-5; 1 Cor. 13:4; Col. 3:12-15] c Rom. 15:14 d 1 Cor. 13:7
V	40003023
c	e
i	c40003023.20
m	1 Tim. 1:9
V	40003024
c	f
i	c40003024.21
m	Rom. 6:6; [Gal.
V	40003025
c	g
i	c40003025.22
m	[Rom. 8:4, 5]
V	40003026
c	h
i	c40003026.23
m	Phil. 2:3
