C	Chapter 3
V	25003001
c	a
i	c25003001.1
m	Ps. 2:2; Mark 15:1; Luke 22:66; 23:1; John 18:28
V	25003002
c	b
i	c25003002.2
m	Matt. 20:19; Luke 18:32; Acts
V	25003003
c	c
i	c25003003.3
m	Matt. 26:14
V	25003003
c	d
i	c25003003.4
m	Matt. 26:15
V	25003008
c	f
i	c25003008.5
m	Acts 1:19
V	25003009
c	g
i	c25003009.6
m	Zech. 11:12 #
V	25003010
c	h
i	c25003010.7
m	Jer. 32:6-9; Zech. 11:12, 13 #
V	25003011
c	i
i	c25003011.8
m	Mark 15:2-5; Luke 23:2, 3; John 18:29-38 j John 18:37; 1 Tim. 6:13
V	25003012
c	k
i	c25003012.9
m	Ps. 38:13, 14; Matt. 26:63; John
V	25003013
c	l
i	c25003013.10
m	Matt. 26:62; John 19:10
V	25003015
c	m
i	c25003015.11
m	Mark 15:6-15; Luke 23:17-25; John 18:39–19:16
V	25003018
c	n
i	c25003018.12
m	Matt. 21:38; [John 15:22-25]
V	25003020
c	o
i	c25003020.13
m	Mark 15:11; Luke 23:18; John 18:40; Acts 3:14
V	25003021
c	p
i	c25003021.14
m	Acts 3:14
V	25003024
c	r
i	c25003024.15
m	Deut. 21:6-8
V	25003025
c	s
i	c25003025.16
m	Deut. 19:10; Josh. 2:19;
V	25003026
c	t
i	c25003026.17
m	[Is. 50:6; 53:5] #; Matt. 20:19; Mark 15:15; Luke 23:16, 24, 25; John 19:1,
V	25003027
c	u
i	c25003027.18
m	Mark 15:16- 20; John 19:2
V	25003028
c	v
i	c25003028.19
m	Mark 15:17; John 19:2 w Luke
V	25003029
c	x
i	c25003029.20
m	Ps. 69:19; Is. 53:3 #; Matt. 20:19; Mark 10:34;
V	25003030
c	y
i	c25003030.21
m	Is. 50:6 #; 52:14; Mic. 5:1; Matt. 26:67; Mark
V	25003031
c	z
i	c25003031.22
m	Is. 53:7; Matt.
V	25003032
c	a
i	c25003032.23
m	1 Kin. 21:13; Acts 7:58; Heb. 13:12 b Mark 15:21; Luke 23:26; John 19:17
V	25003033
c	c
i	c25003033.24
m	Mark 15:22- 32; Luke 23:33-43; John 19:17
V	25003034
c	d
i	c25003034.25
m	Ps. 69:21 #; Matt. 27:48 Mark 15:23-32; Luke 23:33-43; John 19:18-24
V	25003035
c	e
i	c25003035.26
m	Mark 15:24; Luke 23:34; John 19:24
V	25003035
c	f
i	c25003035.27
m	Ps. 22:18 # 1 NU, M omit the rest of v. 35. 36 g Ps. 22:17; Matt. 27:54 #
V	25003037
c	h
i	c25003037.28
m	Mark 15:26; Luke 23:38; John 19:19
V	25003039
c	j
i	c25003039.29
m	Job 16:4; Ps. Lam. 2:15; Mark 15:29; Luke 23:35
V	25003040
c	k
i	c25003040.30
m	Matt. 26:61; John 2:19 l Matt.
V	25003042
c	m
i	c25003042.31
m	[Matt. 18:11; John 3:14, 15]
V	25003043
c	n
i	c25003043.32
m	Ps. 22:8 $
V	25003044
c	o
i	c25003044.33
m	Mark 15:32; Luke 23:39-43
V	25003045
c	p
i	c25003045.34
m	Amos 8:9; Mark 15:33-41; Luke 23:44-49
V	25003046
c	q
i	c25003046.35
m	[Heb. 5:7]
V	25003046
c	r
i	c25003046.36
m	Ps. 22:1 #
V	25003048
c	s
i	c25003048.37
m	Ps. 69:21; Mark 15:36; Luke 23:36; John 19:29
V	25003050
c	t
i	c25003050.38
m	Mark 15:37; Luke 23:46; John 19:30 u Dan. 9:26; Zech. 11:10, 11; Matt. 17:23; [John 10:18; 1 Cor. 15:3]
V	25003051
c	v
i	c25003051.39
m	Ex. 26:31; 2 Chr. 3:14; Zech. 11:10 #; Mark 15:38; Luke 23:45; Heb. 9:3
V	25003054
c	w
i	c25003054.40
m	Mark 15:39; Luke 23:47 x Matt.
V	25003055
c	y
i	c25003055.41
m	Mark 15:41; Luke 8:2,
V	25003060
c	b
i	c25003060.42
m	Is. 53:9 #; Matt. 26:12
V	25003063
c	c
i	c25003063.43
m	Matt. 16:21; Mark 8:31; 10:34; Luke 9:22; 13:33; 24:6, 7; John 2:19
V	25003066
c	d
i	c25003066.44
m	Dan. 6:17
