C	Chapter 8
V	17008001
c	a
i	c17008001.1
m	1 Chr. 1:17
V	17008001
c	b
i	c17008001.2
m	Ezek. 14:14, 20; James 5:11 c Gen. 6:9; 17:1; [Deut. 18:13] d [Prov.
V	17008005
c	e
i	c17008005.3
m	Gen. 8:20; [Job 42:8] f 1 Kin. 21:10, 13 evil sense; cf. Job
V	17008010
c	i
i	c17008010.4
m	Job 29:2-6; Ps. 34:7; Is. 5:2 j [Ps. 128:1, 2; Prov. 10:22]
V	17008011
c	k
i	c17008011.5
m	Job 2:5; 19:21
V	17008011
c	l
i	c17008011.6
m	Is. 8:21; Mal. 3:13, cf. Job 1:5
V	17008013
c	m
i	c17008013.7
m	[Eccl. 9:12]
V	17008018
c	n
i	c17008018.8
m	Job 1:4,
V	17008021
c	q
i	c17008021.9
m	[Ps. 49:17; Eccl. 5:15]; 1 Tim. 6:7 r Eccl. 5:19; [James 1:17]
V	17008021
c	s
i	c17008021.10
m	Gen. 31:16; [1 Sam. 2:6] t Eph. 5:20; [1 Thess.
V	17008022
c	u
i	c17008022.11
m	Job 2:10
