C	Chapter 9
V	17009001
c	a
i	c17009001.1
m	Job 1:6-8
V	17009002
c	b
i	c17009002.2
m	Job 1:7
V	17009003
c	c
i	c17009003.3
m	Job 1:1, 8 d Job 27:5, 6 e Job 9:17
V	17009005
c	f
i	c17009005.4
m	Job 1:11 g Job sense; cf. Job 1:5
V	17009007
c	i
i	c17009007.5
m	Is. 1:6
V	17009008
c	j
i	c17009008.6
m	Job 42:6; Jer. 6:26; Ezek. 27:30; Jon. 3:6; Matt. cf. Job 1:5
V	17009010
c	k
i	c17009010.7
m	Job 1:21, 22; [Heb. 12:6; James 5:10, 11] l Job 1:22; [James 1:12]
V	17009010
c	m
i	c17009010.8
m	Ps. 39:1
V	17009011
c	n
i	c17009011.9
m	Gen. 36:11; 1 Chr. 1:36; Job 6:19; Jer. 49:7; Obad. 9 o Gen. 25:2; 1 Chr. 1:32
V	17009011
c	p
i	c17009011.10
m	Job 42:11; Rom.
V	17009012
c	q
i	c17009012.11
m	Josh. 7:6; Neh. 9:1; Lam. 2:10; Ezek. 27:30
V	17009013
c	r
i	c17009013.12
m	Gen. 50:10; Ezek. 3:15
