C	Chapter 9
V	15009001
c	a
i	c15009001.1
m	Ezra 7:1 b Neh.
V	15009002
c	c
i	c15009002.2
m	Prov. 15:13
V	15009004
c	g
i	c15009004.3
m	Neh. 1:4
V	15009006
c	h
i	c15009006.4
m	Neh. 5:14; 13:6
V	15009007
c	i
i	c15009007.5
m	Ezra 7:21; 8:36
V	15009008
c	j
i	c15009008.6
m	Neh. 3:7 k Ezra 5:5; 7:6, 9, 28; Neh.
V	15009010
c	l
i	c15009010.7
m	Neh. 2:19; 4:1
V	15009011
c	m
i	c15009011.8
m	Ezra 8:32
V	15009013
c	n
i	c15009013.9
m	2 Chr. 26:9; Neh. 3:13 o Neh.
V	15009014
c	p
i	c15009014.10
m	Neh. 3:15 q 2 Kin. 20:20
V	15009015
c	r
i	c15009015.11
m	2 Sam. 15:23; Jer. 31:40
V	15009018
c	t
i	c15009018.12
m	Neh. 2:8
V	15009019
c	v
i	c15009019.13
m	Neh. 6:6
V	15009020
c	w
i	c15009020.14
m	Ezra 4:3; Neh.
