C	Chapter 6
V	15006002
c	c
i	c15006002.1
m	Ex. 34:16; [Deut. 7:3]; Ezra 10:2; Neh. 13:23
V	15006002
c	d
i	c15006002.2
m	Ex. 22:31; [Deut. 7:6] e [2 Cor. 6:14]
V	15006003
c	f
i	c15006003.3
m	Job 1:20 g Ps.
V	15006004
c	h
i	c15006004.4
m	Ezra 10:3; Is. 66:2 i Ex. 29:39
V	15006005
c	j
i	c15006005.5
m	Ex. 9:29
V	15006006
c	k
i	c15006006.6
m	Dan. 9:7, 8 l Ps. 38:4 m 2 Chr. 28:9; [Ezra 9:13, 15]; Rev. 18:5
V	15006007
c	n
i	c15006007.7
m	2 Chr. 36:14-17; Ps. 106:6; Dan. 9:5, 6 o Deut. 28:36; Neh. 9:30
V	15006007
c	p
i	c15006007.8
m	Deut. 32:25
V	15006008
c	r
i	c15006008.9
m	Ps. 34:5
V	15006009
c	s
i	c15006009.10
m	Neh. 9:36; Esth. 7:4 t Neh. 9:17; Ps. 136:23 u Ezra 7:28
V	15006009
c	v
i	c15006009.11
m	Is. 5:2
V	15006011
c	w
i	c15006011.12
m	Ezra 6:21
V	15006012
c	x
i	c15006012.13
m	[Ex. 23:32; 34:15, 16; Deut. 7:3, 4]; Ezra 9:2 y Deut. 23:6 z [Prov. 13:22;
V	15006013
c	a
i	c15006013.14
m	[Ps. 103:10]
V	15006014
c	d
i	c15006014.15
m	Deut. 9:8
V	15006015
c	e
i	c15006015.16
m	Neh. 9:33; Dan. 9:14 f [Rom. 3:19] g 1 Cor.
