C	Chapter 11
V	11011002
c	a
i	c11011002.1
m	1 Kin. 11:29-31
V	11011003
c	b
i	c11011003.2
m	1 Sam. 9:7, 8; 1 Kin. 13:7; 2 Kin.
V	11011004
c	c
i	c11011004.3
m	1 Kin. 11:29
V	11011007
c	d
i	c11011007.4
m	2 Sam. 12:7, 8; 1 Kin. 16:2
V	11011008
c	e
i	c11011008.5
m	1 Kin. 11:31 f 1 Kin. 11:33, 38;
V	11011009
c	g
i	c11011009.6
m	1 Kin. 12:28; 2 Chr. 11:15 h 2 Chr. 29:6; Neh. 9:26; Ps. 50:17
V	11011010
c	i
i	c11011010.7
m	1 Kin. 15:29 j 1 Kin. 21:21; 2 Kin. 9:8 k Deut. 32:36; 2 Kin. 14:26
V	11011011
c	l
i	c11011011.8
m	1 Kin. 16:4;
V	11011012
c	m
i	c11011012.9
m	1 Kin. 14:17
V	11011013
c	n
i	c11011013.10
m	2 Chr. 12:12;
V	11011014
c	o
i	c11011014.11
m	1 Kin. 15:27-
V	11011015
c	p
i	c11011015.12
m	Deut. 29:28; 2 Kin. 17:6; Ps. 52:5 q [Josh. 23:15, 16] r 2 Kin. 15:29 s [Ex. 34:13, 14; Deut. 12:3]
V	11011016
c	t
i	c11011016.13
m	1 Kin. 12:30;
V	11011017
c	u
i	c11011017.14
m	1 Kin. 15:21, Song 6:4 v 1 Kin.
V	11011018
c	w
i	c11011018.15
m	1 Kin. 14:13
V	11011020
c	y
i	c11011020.16
m	1 Kin. 15:25
V	11011021
c	z
i	c11011021.17
m	2 Chr. 12:13 a 1 Kin. 11:32, 36 b 1 Kin. 14:31
V	11011022
c	c
i	c11011022.18
m	2 Chr. 12:1,
V	11011022
c	d
i	c11011022.19
m	Deut. 32:21; Ps. 78:58; 1 Cor. 10:22
V	11011023
c	e
i	c11011023.20
m	Deut. 12:2; Ezek. 16:24, 25 f [Deut. 16:22] g [2 Kin. 17:9, 10] h Is. 57:5; Jer.
V	11011024
c	i
i	c11011024.21
m	Gen. 19:5; Deut. 23:17; 1 Kin. 15:12; 22:46; 2 Kin. 23:7 j Deut. 20:18 k [Deut. 9:4, 5]
V	11011025
c	l
i	c11011025.22
m	1 Kin. 11:40; 2 Chr. 12:2
V	11011026
c	m
i	c11011026.23
m	1 Kin. 15:18; 2 Chr. 12:9-11 n 1 Kin. 10:17
V	11011029
c	o
i	c11011029.24
m	2 Chr. 12:15,
V	11011030
c	p
i	c11011030.25
m	1 Kin. 12:21-
V	11011031
c	q
i	c11011031.26
m	2 Chr. 12:16 r 1 Kin. 14:21 s 2 Chr. 12:16 his ancestors 3 Abijah, 2 Chr. 12:16
