C	Chapter 4
V	54004002
c	a
i	c54004002.1
m	Ex. 40:16; Num.
V	54004003
c	b
i	c54004003.2
m	Zech. 6:12,
V	54004004
c	c
i	c54004004.3
m	[Eph. 2:10]
V	54004005
c	d
i	c54004005.4
m	Ex. 40:16; Num.
V	54004006
c	g
i	c54004006.5
m	Ps. 2:7; 110:4;
V	54004007
c	j
i	c54004007.6
m	Acts 1:16
V	54004007
c	k
i	c54004007.7
m	Ps. 95:7-11; Heb. 3:15; 4:7
V	54004015
c	l
i	c54004015.8
m	Ps. 95:7,
V	54004016
c	m
i	c54004016.9
m	Num. 14:2,
V	54004017
c	n
i	c54004017.10
m	Num. 14:22,
V	54004018
c	o
i	c54004018.11
m	Num. 14:30
V	54004019
c	p
i	c54004019.12
m	Num. 14:1-39;
