C	Chapter 1
V	30001001
c	a
i	c30001001.1
m	Acts 7:2
V	30001002
c	b
i	c30001002.2
m	Acts 21:40
V	30001003
c	c
i	c30001003.3
m	Acts 21:39; 2 Cor. 11:22
V	30001003
c	d
i	c30001003.4
m	Deut. 33:3 e Acts 5:34 f Acts 23:6; 26:5; Phil. 3:6
V	30001003
c	g
i	c30001003.5
m	Acts 21:20; Gal. 1:14 h [Rom. 10:2]
V	30001004
c	i
i	c30001004.6
m	Acts 8:3; 26:9- 11; Phil. 3:6; 1 Tim.
V	30001005
c	j
i	c30001005.7
m	Acts 23:14; 24:1; 25:15 k Luke 22:66; Acts 4:5; 1 Tim. 4:14 l Acts 9:2
V	30001006
c	m
i	c30001006.8
m	Acts 9:3;
V	30001009
c	n
i	c30001009.9
m	Dan. 10:7; Acts
V	30001012
c	o
i	c30001012.10
m	Acts 9:17
V	30001012
c	p
i	c30001012.11
m	Acts 10:22 q 1 Tim. 3:7
V	30001014
c	r
i	c30001014.12
m	Acts 3:13; 5:30
V	30001014
c	s
i	c30001014.13
m	Acts 9:15; 26:16; Gal. 1:15 t Acts 3:14; 7:52 u Acts 9:17; 26:16; 1 Cor. 9:1; 15:8 v 1 Cor. 11:23; Gal. 1:12
V	30001015
c	w
i	c30001015.14
m	Acts 23:11
V	30001015
c	x
i	c30001015.15
m	Acts 4:20; 26:16
V	30001016
c	y
i	c30001016.16
m	Acts 2:38; 1 Cor. 6:11; [Eph. 5:26]; Heb. 10:22
V	30001016
c	z
i	c30001016.17
m	Acts 9:14; Rom.
V	30001017
c	a
i	c30001017.18
m	Acts 9:26; 26:20; 2 Cor. 12:2
V	30001018
c	b
i	c30001018.19
m	Acts 22:14
V	30001018
c	c
i	c30001018.20
m	Matt. 10:14
V	30001019
c	e
i	c30001019.21
m	Matt. 10:17; Acts 26:11
V	30001020
c	f
i	c30001020.22
m	Acts 7:54–8:1
V	30001020
c	g
i	c30001020.23
m	Luke 11:48 2 NU
V	30001021
c	h
i	c30001021.24
m	Acts 9:15; Rom. 1:5; 11:13; Gal. 2:7, 8; Eph. 3:7, 8; 1 Tim. 2:7; 2 Tim. 1:11
V	30001022
c	i
i	c30001022.25
m	Acts 21:36; 1 Thess. 2:16
V	30001022
c	j
i	c30001022.26
m	Acts 25:24
V	30001025
c	k
i	c30001025.27
m	Acts 16:37
