C	Chapter 20
V	10020001
c	a
i	c10020001.1
m	2 Sam. 7:8, 9; Ps. 78:70, 71 b
V	10020002
c	c
i	c10020002.2
m	Matt. 22:43; [2 Pet. 1:21]
V	10020003
c	d
i	c10020003.3
m	[Deut. 32:4]
V	10020003
c	e
i	c10020003.4
m	Ex. 18:21; [Is.
V	10020004
c	f
i	c10020004.5
m	Ps. 89:36; Is.
V	10020009
c	h
i	c10020009.6
m	1 Chr. 11:12; 1 Chr. 27:4
V	10020010
c	i
i	c10020010.7
m	Judg. 8:4 j
V	10020011
c	k
i	c10020011.8
m	1 Chr. 11:27 l 1 Chr. 11:13,
V	10020013
c	m
i	c10020013.9
m	1 Chr. 11:15 n
V	10020014
c	p
i	c10020014.10
m	1 Sam. 22:4,
V	10020017
c	q
i	c10020017.11
m	[Lev. 17:10]
V	10020018
c	r
i	c10020018.12
m	2 Sam. 21:17; 1 Chr. 11:20 5 So
V	10020020
c	s
i	c10020020.13
m	Josh. 15:21
V	10020023
c	u
i	c10020023.14
m	2 Sam. 8:18;
V	10020024
c	v
i	c10020024.15
m	2 Sam. 2:18; 1 Chr. 27:7
V	10020030
c	x
i	c10020030.16
m	Judg. 2:9
V	10020033
c	y
i	c10020033.17
m	2 Sam. 23:11
V	10020034
c	z
i	c10020034.18
m	2 Sam. 15:12
V	10020036
c	a
i	c10020036.19
m	2 Sam. 8:3
V	10020038
c	b
i	c10020038.20
m	1 Chr. 2:53
V	10020039
c	c
i	c10020039.21
m	2 Sam. 11:3,
