C	Chapter 2
V	30002001
c	a
i	c30002001.1
m	Acts 24:16; 1 Cor. 4:4; 2 Cor. 1:12; 4:2; 2 Tim. 1:3; Heb. 13:18
V	30002002
c	b
i	c30002002.2
m	1 Kin. 22:24; Jer. 20:2; John
V	30002003
c	c
i	c30002003.3
m	Lev. 19:35; Deut. 25:1, 2; John
V	30002005
c	d
i	c30002005.4
m	Lev. 5:17,
V	30002005
c	e
i	c30002005.5
m	Ex. 22:28; Eccl. 10:20; 2 Pet. 2:10
V	30002006
c	f
i	c30002006.6
m	Acts 26:5; Phil. 3:5 g Acts 24:15,
V	30002008
c	h
i	c30002008.7
m	Matt. 22:23; Mark 12:18; Luke
V	30002009
c	i
i	c30002009.8
m	Acts 25:25; 26:31 j John 12:29; Acts 22:6, 7, 17,
V	30002009
c	k
i	c30002009.9
m	Acts 5:39 1 NU beaten before with whips and rods (see 2 Cor. 11:24, 25). But
V	30002011
c	l
i	c30002011.10
m	Acts 18:9; 27:23, 24 m Acts
V	30002011
c	n
i	c30002011.11
m	Acts 28:16, 17,
V	30002012
c	o
i	c30002012.12
m	Acts 23:21, 30; 25:3 p Acts 9:23, 27:42; 1 Thess.
V	30002014
c	q
i	c30002014.13
m	Acts 4:5, 23;
V	30002020
c	r
i	c30002020.14
m	Acts 23:12
V	30002023
c	s
i	c30002023.15
m	Acts 8:40;
V	30002027
c	t
i	c30002027.16
m	Acts 21:30,
V	30002028
c	u
i	c30002028.17
m	Acts 22:30
V	30002029
c	v
i	c30002029.18
m	Acts 18:15; 25:19 w Acts 25:25;
V	30002030
c	x
i	c30002030.19
m	Acts 23:20
V	30002030
c	y
i	c30002030.20
m	Acts 24:8; 25:6
V	30002033
c	z
i	c30002033.21
m	Acts 8:40
V	30002033
c	a
i	c30002033.22
m	Acts 23:26-30
V	30002034
c	b
i	c30002034.23
m	Acts 6:9; 21:39
V	30002035
c	c
i	c30002035.24
m	Acts 24:1, 10; 25:16 d Matt. 27:27
