C	Chapter 11
V	01011002
c	a
i	c01011002.1
m	Gen. 10:10; 14:1; Dan. 1:2
V	01011004
c	b
i	c01011004.2
m	Deut. 1:28; 9:1; Ps. 107:26 c Gen. 6:4; 2 Sam. 8:13
V	01011004
c	d
i	c01011004.3
m	Deut. 4:27
V	01011005
c	e
i	c01011005.4
m	Gen. 18:21; Ex. 3:8; 19:11, 18, 20
V	01011006
c	f
i	c01011006.5
m	Gen. 9:19; Acts 17:26 g Gen. 11:1
V	01011006
c	h
i	c01011006.6
m	Deut. 31:21; Ps. 2:1
V	01011007
c	i
i	c01011007.7
m	Gen. 1:26
V	01011007
c	j
i	c01011007.8
m	Gen. 42:23; Ex. 4:11; Deut. 28:49; Is. 33:19; Jer. 5:15
V	01011008
c	k
i	c01011008.9
m	Gen. 11:4; Deut. 32:8; Ps. 92:9; [Luke 1:51]
V	01011008
c	l
i	c01011008.10
m	Gen. 10:25, 32
V	01011009
c	m
i	c01011009.11
m	1 Cor. 14:23
V	01011010
c	n
i	c01011010.12
m	Gen. 10:22-25; 1 Chr. 1:17
V	01011012
c	o
i	c01011012.13
m	Luke 3:35
V	01011016
c	p
i	c01011016.14
m	1 Chr. 1:19
V	01011016
c	q
i	c01011016.15
m	Luke 3:35
V	01011020
c	r
i	c01011020.16
m	Luke 3:35
V	01011024
c	s
i	c01011024.17
m	Gen. 11:31; Josh. 24:2; Luke 3:34
V	01011026
c	t
i	c01011026.18
m	Josh. 24:2; 1 Chr. 1:26
V	01011027
c	u
i	c01011027.19
m	Gen. 11:31; 17:5
V	01011029
c	v
i	c01011029.20
m	Gen. 17:15; 20:12 w Gen. 22:20, 23; 24:15
V	01011030
c	x
i	c01011030.21
m	Gen. 16:1, 2; Luke 1:36
V	01011031
c	y
i	c01011031.22
m	Gen. 12:1
V	01011031
c	z
i	c01011031.23
m	Gen. 15:7; Neh. 9:7; Acts 7:4
V	01011031
c	a
i	c01011031.24
m	Gen. 10:19
