C	Chapter 25
V	01025001
c	a
i	c01025001.1
m	1 Chr. 1:32, 33
V	01025002
c	b
i	c01025002.2
m	1 Chr. 1:32, 33
V	01025005
c	c
i	c01025005.3
m	Gen. 24:35, 36
V	01025005
c	g
i	c01025005.4
m	Job 1:1, 8
V	01025006
c	d
i	c01025006.5
m	Gen. 21:14
V	01025006
c	e
i	c01025006.6
m	Judg. 6:3
V	01025008
c	f
i	c01025008.7
m	Gen. 15:15; 47:8, 9 g Gen.
V	01025008
c	a
i	c01025008.8
m	2 Sam. 8:14
V	01025008
c	b
i	c01025008.9
m	Gen. 27:29, 40; Mal. 1:2, 3; Rom.
V	01025009
c	h
i	c01025009.10
m	Gen. 35:29;
V	01025010
c	j
i	c01025010.11
m	Gen. 23:3-16
V	01025010
c	k
i	c01025010.12
m	Gen. 49:31
V	01025011
c	l
i	c01025011.13
m	Gen. 16:14
V	01025012
c	m
i	c01025012.14
m	Gen. 11:10,
V	01025016
c	o
i	c01025016.15
m	Gen. 17:20
V	01025017
c	p
i	c01025017.16
m	Gen. 25:8;
V	01025018
c	q
i	c01025018.17
m	Gen. 20:1;
V	01025019
c	s
i	c01025019.18
m	Gen. 36:1, 9
V	01025019
c	t
i	c01025019.19
m	Matt. 1:2
V	01025020
c	u
i	c01025020.20
m	Gen. 22:23;
V	01025020
c	v
i	c01025020.21
m	Gen. 24:29
V	01025021
c	w
i	c01025021.22
m	1 Sam. 1:17; 1 Chr. 5:20; 2 Chr. 33:13; Ezra 8:23; Ps. 127:3 x Rom.
V	01025022
c	y
i	c01025022.23
m	1 Sam. 1:15;
V	01025023
c	z
i	c01025023.24
m	Gen. 17:4-6,
V	01025025
c	c
i	c01025025.25
m	Gen. 27:11, 16,
V	01025026
c	d
i	c01025026.26
m	Hos. 12:3
V	01025026
c	e
i	c01025026.27
m	Gen. 27:36
V	01025027
c	f
i	c01025027.28
m	Gen. 27:3,
V	01025028
c	i
i	c01025028.29
m	Gen. 27:4, 19, 25, 31 j Gen.
V	01025032
c	k
i	c01025032.30
m	Matt. 16:26;
V	01025033
c	l
i	c01025033.31
m	Heb. 12:16
