C	Chapter 48
V	01048001
c	a
i	c01048001.1
m	Gen. 41:51, 56; 46:20; 50:23; Josh.
V	01048003
c	b
i	c01048003.2
m	Gen. 43:14;
V	01048004
c	d
i	c01048004.3
m	Gen. 46:3
V	01048004
c	e
i	c01048004.4
m	Gen. 35:12; Ex. 6:8
V	01048004
c	f
i	c01048004.5
m	Gen. 17:8
V	01048005
c	g
i	c01048005.6
m	Gen. 41:50; 46:20; 48:8; Josh.
V	01048007
c	h
i	c01048007.7
m	Gen. 35:9, 16,
V	01048009
c	i
i	c01048009.8
m	Gen. 27:4; 47:15
V	01048010
c	j
i	c01048010.9
m	Gen. 27:1;
V	01048011
c	l
i	c01048011.10
m	Gen. 45:26
V	01048014
c	m
i	c01048014.11
m	Matt. 19:15; Mark 10:16 n Gen.
V	01048014
c	o
i	c01048014.12
m	Gen. 41:51, 52; Josh. 17:1
V	01048015
c	p
i	c01048015.13
m	Gen. 47:7, 10; 49:24; [Heb. 11:21]
V	01048015
c	q
i	c01048015.14
m	Gen. 17:1; 24:40; 2 Kin. 20:3
V	01048016
c	r
i	c01048016.15
m	Gen. 22:11, 15- [Ps. 34:22; 121:7]
V	01048016
c	s
i	c01048016.16
m	Amos 9:12; Acts 15:17 t Num.
V	01048017
c	u
i	c01048017.17
m	Gen. 48:14
V	01048019
c	v
i	c01048019.18
m	Gen. 48:14
V	01048019
c	w
i	c01048019.19
m	Num. 1:33, 35; Deut. 33:17
V	01048020
c	x
i	c01048020.20
m	Ruth 4:11, 12
V	01048021
c	y
i	c01048021.21
m	Gen. 28:15;
V	01048022
c	z
i	c01048022.22
m	Gen. 14:7; Josh. 24:32; John
V	01048022
c	a
i	c01048022.23
m	Gen. 34:28
